Channel Name,SRP Filename,SNP Filename,Position,Satellite,Status
AL SABAH,1_0_1_454_B_800_DC90000_0_0_0.png,alsabah.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL SABAH,1_0_1_AFB_1C_800_DC90000_0_0_0.png,alsabah.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL SHARQIYA HD,1_0_19_1_9C7C_77E_DC90000_0_0_0.png,alsharqiyahd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL SHARQIYA HD,1_0_19_716_12_800_DC90000_0_0_0.png,alsharqiyahd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL SHARQIYA NEWS HD,1_0_1_21_14_6E_DC90000_0_0_0.png,alsharqiyanewshd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL SIRAT TV,1_0_1_DF_C21_6E_DC90000_0_0_0.png,alsirattv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL SUMARIA HD,1_0_19_5_9C7C_77E_DC90000_0_0_0.png,alsumariahd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL Shams,1_0_1_899_16_800_DC90000_0_0_0.png,alshams.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL THAQALAYN TV,1_0_11_130_C23_6E_DC90000_0_0_0.png,althaqalayntv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL oula,1_0_1_1F5_5_800_DC90000_0_0_0.png,aloula.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL-AKHBAR,1_0_19_44E_7594_77E_DC90000_0_0_0.png,alakhbar.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL-Aghani,1_0_2_234_5_800_DC90000_0_0_0.png,alaghani.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL-Anbar,1_0_1_8A9_16_800_DC90000_0_0_0.png,alanbar.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL-Bernameg AL-moussekey,1_0_2_233_5_800_DC90000_0_0_0.png,albernamegalmoussekey.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL-Kahera Al-Kobra,1_0_2_232_5_800_DC90000_0_0_0.png,alkaheraalkobra.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL-MUSTAKILA,1_0_1_4B5_A0F0_396_DC90000_0_0_0.png,almustakila.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL-Quran AL_Karem,1_0_2_228_5_800_DC90000_0_0_0.png,alquranalkarem.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AL24 News,1_0_1_7F0_11_6E_DC90000_0_0_0.png,al24news.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ALFATH TV,1_0_1_642_10_800_DC90000_0_0_0.png,alfathtv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ALHOUDA,1_0_2_E8_C21_6E_DC90000_0_0_0.png,alhouda.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ALISTIQAMA TV,1_0_1_338_8_800_DC90000_0_0_0.png,alistiqamatv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ALMAWQEF TV,1_0_1_167_C9_800_DC90000_0_0_0.png,almawqeftv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ALMAYADEEN PLUS,1_0_1_8_1_FFFF_DC92A3F_0_0_0.png,almayadeenplus.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ALNAEEM TV,1_0_1_149_C23_6E_DC90000_0_0_0.png,alnaeemtv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ALRAHMAN,1_0_1_29D_8_800_DC90000_0_0_0.png,alrahman.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ALSHABAB,1_0_19_1CB_10_6E_DC90000_0_0_0.png,alshabab.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ALSahraa HD,1_0_19_C8E_20_800_DC90000_0_0_0.png,alsahraahd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ALWATAN TV,1_0_19_1B72_17_6E_DC90000_0_0_0.png,alwatantv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ALhayah ALaan,1_0_1_C8F_20_800_DC90000_0_0_0.png,alhayahalaan.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ALhayat,1_0_1_C84_20_800_DC90000_0_0_0.png,alhayat.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ANC,1_0_1_E0_2_800_DC90000_0_0_0.png,anc.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
ARZKR!,1_0_1_2D1_7_800_DC90000_0_0_0.png,arzkr.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AVA TV,1_0_1_3E9_320_800_DC90000_0_0_0.png,avatv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Abu Dhabi TV HD,1_0_1_1_32_64_DC90000_0_0_0.png,abudhabitvhd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Aden Almustakilla,1_0_1_4BA_A0F0_396_DC90000_0_0_0.png,adenalmustakilla.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Aden Almustakilla,1_0_19_2C1_9EFC_77E_DC90000_0_0_0.png,adenalmustakilla.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Aden TV,1_0_19_51D_D_800_DC90000_0_0_0.png,adentv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Ahly HD,1_0_19_6A_1_800_DC90000_0_0_0.png,alahlyhd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Ahly SD,1_0_1_71_1_800_DC90000_0_0_0.png,alahlysd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Alam Syria,1_0_16_C8D_20_800_DC90000_0_0_0.png,alalamsyria.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Aoula inter,1_0_1_C8A_20_800_DC90000_0_0_0.png,alaoulainter.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Arabiya,1_0_1_6B_1_800_DC90000_0_0_0.png,alarabiya.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Araby 2 HD,1_0_1_2C2_7_800_DC90000_0_0_0.png,alaraby2hd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Basira,1_0_1_10_1_FFFF_DC92A3F_0_0_0.png,albasira.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Ekhbaria HD,1_0_1_A2C_1A_2BE_DC90000_0_0_0.png,alekhbariahd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Emarat TV HD,1_0_1_2_32_64_DC90000_0_0_0.png,alemarattvhd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Etejah TV,1_0_19_3FA_320_800_DC90000_0_0_0.png,aletejahtv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Fath Al3amh,1_0_1_652_10_800_DC90000_0_0_0.png,alfathal3amh.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Fath Sonnah TV,1_0_1_647_10_800_DC90000_0_0_0.png,alfathsonnahtv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Ghad HD,1_0_19_651_10_800_DC90000_0_0_0.png,alghadhd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Ghadeer,1_0_1_4_14_6E_DC90000_0_0_0.png,alghadeer.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Hayat,1_0_1_1B5E_17_6E_DC90000_0_0_0.png,alhayat.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Kahera Wal Nas,1_0_1_1EA_5_800_DC90000_0_0_0.png,alkaherawalnas.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Karma Family,1_0_1_1B_1_FFFF_DC92A3F_0_0_0.png,alkarmafamily.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Mashhad,1_0_19_19DA_42_800_DC90000_0_0_0.png,almashhad.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Masryia HD,1_0_19_89C_16_800_DC90000_0_0_0.png,almasryiahd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Nas,1_0_1_8A4_16_800_DC90000_0_0_0.png,alnas.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Qahera News,1_0_19_69_1_800_DC90000_0_0_0.png,alqaheranews.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Qahera News SD,1_0_1_66_1_800_DC90000_0_0_0.png,alqaheranewssd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Quds Al Yawm,1_0_1_6_1_FFFF_DC92A3F_0_0_0.png,alqudsalyawm.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Quran,1_0_19_1C9_10_6E_DC90000_0_0_0.png,alquran.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Rabiaa TV,1_0_19_31_14_6E_DC90000_0_0_0.png,alrabiaatv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Shams Drama,1_0_1_520_D_800_DC90000_0_0_0.png,alshamsdrama.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al TALEAA HD,1_0_19_2CB_9EFC_77E_DC90000_0_0_0.png,altaleaahd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Thania,1_0_1_B0A_1C_800_DC90000_0_0_0.png,althania.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Thaqafiya HD,1_0_19_68_D28C_77E_DC90000_0_0_0.png,althaqafiyahd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al Wathaeqya,1_0_19_902_17_800_DC90000_0_0_0.png,alwathaeqya.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al joumhouriya,1_0_19_89B_16_800_DC90000_0_0_0.png,aljoumhouriya.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al-Arabiya Alhadath,1_0_1_6C_1_800_DC90000_0_0_0.png,alarabiyaalhadath.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al-Burhan Rukia TV,1_0_1_32E_8_800_DC90000_0_0_0.png,alburhanrukiatv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al-Ganob,1_0_19_25A_6_800_DC90000_0_0_0.png,alganob.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al-Majd3,1_0_1_8AA_16_800_DC90000_0_0_0.png,almajd3.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al-Nahar Drama,1_0_1_70A_12_800_DC90000_0_0_0.png,alnahardrama.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al-Nahar Life,1_0_1_6E_1_800_DC90000_0_0_0.png,alnaharlife.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Al-Nahar One,1_0_1_709_12_800_DC90000_0_0_0.png,alnaharone.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AlAraby2,1_0_1_B07_1C_800_DC90000_0_0_0.png,alaraby2.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AlHadath Alyoum,1_0_1_458_B_800_DC90000_0_0_0.png,alhadathalyoum.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AlHayat 3,1_0_1_C89_20_800_DC90000_0_0_0.png,alhayat3.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AlHayat HD,1_0_19_C88_20_800_DC90000_0_0_0.png,alhayathd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AlHayat Sport,1_0_1_C8B_20_800_DC90000_0_0_0.png,alhayatsport.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AlKarma Praise,1_0_1_3F9_320_800_DC90000_0_0_0.png,alkarmapraise.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
AlSaeedah,1_0_1_648_10_800_DC90000_0_0_0.png,alsaeedah.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alatawla Cinema,1_0_1_2_1_FFFF_DC92A3F_0_0_0.png,alatawlacinema.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alatawla Hekayat,1_0_1_F_1_FFFF_DC92A3F_0_0_0.png,alatawlahekayat.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alatwla Drama,1_0_1_C_1_FFFF_DC92A3F_0_0_0.png,alatwladrama.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Algerian 4Kids,1_0_1_7FB_11_6E_DC90000_0_0_0.png,algerian4kids.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alhayat Muslsalat,1_0_1_70F_12_800_DC90000_0_0_0.png,alhayatmuslsalat.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alhayat We Alnas,1_0_1_C87_20_800_DC90000_0_0_0.png,alhayatwealnas.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alhuseinya Radio,1_0_2_1AC_10_6E_DC90000_0_0_0.png,alhuseinyaradio.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alhwanem Drama,1_0_1_22_1_FFFF_DC92A3F_0_0_0.png,alhwanemdrama.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Aliman TV,1_0_1_1B64_17_6E_DC90000_0_0_0.png,alimantv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Aljanub TV,1_0_19_138_C23_6E_DC90000_0_0_0.png,aljanubtv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alkalema,1_0_1_29_1_FFFF_DC92A3F_0_0_0.png,alkalema.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alkarma Discipleship,1_0_1_1B5A_17_6E_DC90000_0_0_0.png,alkarmadiscipleship.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alkass four HD,1_0_1_9CB_19_800_DC90000_0_0_0.png,alkassfourhd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alkass one HD,1_0_1_9C5_19_800_DC90000_0_0_0.png,alkassonehd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alkass three HD,1_0_1_9C7_19_800_DC90000_0_0_0.png,alkassthreehd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alkass three HD,1_0_19_963_1F4_77E_DC90000_0_0_0.png,alkassthreehd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alkass two HD,1_0_1_9C6_19_800_DC90000_0_0_0.png,alkasstwohd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alkass two HD,1_0_19_962_1F4_77E_DC90000_0_0_0.png,alkasstwohd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Almaaref TV HD,1_0_1_193_C23_6E_DC90000_0_0_0.png,almaareftvhd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Almagd TV,1_0_1_16_1_FFFF_DC92A3F_0_0_0.png,almagdtv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Almajd General,1_0_1_155_C9_800_DC90000_0_0_0.png,almajdgeneral.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Almamlaka TV,1_0_1_345_8_800_DC90000_0_0_0.png,almamlakatv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Almasrawya TV,1_0_1_1F57_12_6E_DC90000_0_0_0.png,almasrawyatv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alrabaa SD Radio,1_0_1_195_10_6E_DC90000_0_0_0.png,alrabaasdradio.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alsay3da,1_0_1_32_1_FFFF_DC92A3F_0_0_0.png,alsay3da.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Alsouriya tv,1_0_1_33F_7_800_DC90000_0_0_0.png,alsouriyatv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Althanya,1_0_1_89E_16_800_DC90000_0_0_0.png,althanya.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Amman TV,1_0_1_320_8_800_DC90000_0_0_0.png,ammantv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Ana Sooria,1_0_19_1CE_10_6E_DC90000_0_0_0.png,anasooria.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Angel TV,1_0_16_16A_C9_800_DC90000_0_0_0.png,angeltv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Animal Planet HD,1_0_19_1199_2D_800_DC90000_0_0_0.png,animalplanethd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Arirang HD,1_0_19_19DB_42_800_DC90000_0_0_0.png,ariranghd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Aryen TV,1_0_1_3FB_320_800_DC90000_0_0_0.png,aryentv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Asharq Discovery,1_0_1_13_9C68_77E_DC90000_0_0_0.png,asharqdiscovery.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Asharq Documentary,1_0_1_12_9C68_77E_DC90000_0_0_0.png,asharqdocumentary.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Asharq News Channel,1_0_1_11_9C68_77E_DC90000_0_0_0.png,asharqnewschannel.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Asharq News Channel HD,1_0_19_65_D098_77E_DC90000_0_0_0.png,asharqnewschannelhd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Atfal Mawaheb,1_0_16_161_C9_800_DC90000_0_0_0.png,atfalmawaheb.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Ayozat TV,1_0_1_200_9E34_77E_DC90000_0_0_0.png,ayozattv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Azhari,1_0_1_203_5_800_DC90000_0_0_0.png,azhari.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
BAGHDAD TV,1_0_19_B03_1C_800_DC90000_0_0_0.png,baghdadtv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
BAGHDAD TV,1_0_19_C_9C7C_77E_DC90000_0_0_0.png,baghdadtv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
BANGAWAZ TV,1_0_1_3F5_320_800_DC90000_0_0_0.png,bangawaztv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
BBC Arabic,1_0_1_C83_20_800_DC90000_0_0_0.png,bbcarabic.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
BBC News TV,1_0_1_20A_5_800_DC90000_0_0_0.png,bbcnewstv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Bahia TV,1_0_1_7E8_11_6E_DC90000_0_0_0.png,bahiatv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Bare Knuckle Fighting,1_0_1_1FA_9E34_77E_DC90000_0_0_0.png,bareknucklefighting.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Basma Radio,1_0_2_1CC_10_6E_DC90000_0_0_0.png,basmaradio.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Baynounah TV,1_0_1_A_32_64_DC90000_0_0_0.png,baynounahtv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Beit ElDrama,1_0_1_38_1_FFFF_DC92A3F_0_0_0.png,beiteldrama.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Beity TV,1_0_1_2BC_7_800_DC90000_0_0_0.png,beitytv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Blippi and Friends,1_0_1_CE_2_800_DC90000_0_0_0.png,blippiandfriends.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Bloomberg,1_0_1_C9_2_800_DC90000_0_0_0.png,bloomberg.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Bloomberg Originals,1_0_1_11A0_2D_800_DC90000_0_0_0.png,bloombergoriginals.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
C I,1_0_1_D4_2_800_DC90000_0_0_0.png,ci.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
CATV,1_0_1_10_9C68_77E_DC90000_0_0_0.png,catv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
CBC,1_0_1_70B_12_800_DC90000_0_0_0.png,cbc.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
CBC Drama,1_0_1_70D_12_800_DC90000_0_0_0.png,cbcdrama.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
CBC Sofra,1_0_1_70C_12_800_DC90000_0_0_0.png,cbcsofra.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
CGTN,1_0_1_516_D_800_DC90000_0_0_0.png,cgtn.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
CGTN-Arabic,1_0_1_51E_D_800_DC90000_0_0_0.png,cgtnarabic.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
CHADA TV,1_0_1_8_9C7C_77E_DC90000_0_0_0.png,chadatv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
CIRA TV,1_0_19_3F2_320_800_DC90000_0_0_0.png,ciratv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
CN ARABIA,1_0_1_C_9C68_77E_DC90000_0_0_0.png,cnarabia.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
CNN HD,1_0_19_1198_2D_800_DC90000_0_0_0.png,cnnhd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Canal algerie HD,1_0_1_2_1_0_DC92DA0_0_0_0.png,canalalgeriehd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Cartoon Network HD,1_0_19_119B_2D_800_DC90000_0_0_0.png,cartoonnetworkhd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Cima,1_0_1_2BD_7_800_DC90000_0_0_0.png,cima.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
CineMo,1_0_1_DF_2_800_DC90000_0_0_0.png,cinemo.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Cinema One Global TV,1_0_1_D8_2_800_DC90000_0_0_0.png,cinemaoneglobaltv.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
Cricket Gold,1_0_1_1F9_9E34_77E_DC90000_0_0_0.png,cricketgold.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
DUA CHANNEL,1_0_1_13A_C23_6E_DC90000_0_0_0.png,duachannel.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
DUBAI RACING 1 HD,1_0_19_7_D1C4_77E_DC90000_0_0_0.png,dubairacing1hd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
DUBAI RACING 2 HD,1_0_19_8_D1C4_77E_DC90000_0_0_0.png,dubairacing2hd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
DUBAI SPORTS 1 HD,1_0_19_5_D1C4_77E_DC90000_0_0_0.png,dubaisports1hd.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
DamasRadio FM,1_0_1_B09_1C_800_DC90000_0_0_0.png,damasradiofm.png,7.1W,(61) 7.1W KU-band Nilesat 201/301 & Eutelsat 7 West A,Found
