Channel Name,SRP Filename,SNP Filename,Position,Satellite,Status
24 Kitchen HD,1_0_1_13AD_27_36_CE40000_0_0_0.png,24kitchenhd.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
ACORES,1_0_2_6_1_1_CE40000_0_0_0.png,acores.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Missing
AMC Break,1_0_1_1263_2F_36_CE40000_0_0_0.png,amcbreak.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
AMC Break,1_0_1_138C_30_36_CE40000_0_0_0.png,amcbreak.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
AMC Break,1_0_1_9DE_2F_36_CE40000_0_0_0.png,amcbreak.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
AMC Break,1_0_1_EB_30_36_CE40000_0_0_0.png,amcbreak.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
AMC Crime,1_0_1_1795_26_36_CE40000_0_0_0.png,amccrime.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
AMC Crime,1_0_1_EE8_26_36_CE40000_0_0_0.png,amccrime.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
AMC HD,1_0_1_512_2F_36_CE40000_0_0_0.png,amchd.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
AMC HD,1_0_1_179F_2F_36_CE40000_0_0_0.png,amchd.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
ANT1 MADEIRA,1_0_2_9_1_1_CE40000_0_0_0.png,ant1madeira.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Missing
ANT3 MADEIRA,1_0_2_A_1_1_CE40000_0_0_0.png,ant3madeira.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Missing
ANTENA 1,1_0_2_1_1_1_CE40000_0_0_0.png,antena1.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
ANTENA 2,1_0_2_2_1_1_CE40000_0_0_0.png,antena2.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
ARAGON RADIO HUESCA,1_0_2_27B5_3E9_22D4_CE40000_0_0_0.png,aragonradiohuesca.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Missing
ARAGON RADIO TERUEL,1_0_2_27B6_3E9_22D4_CE40000_0_0_0.png,aragonradioteruel.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Missing
ARAGON RADIO ZARAGOZA,1_0_2_27B1_3E9_22D4_CE40000_0_0_0.png,aragonradiozaragoza.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Missing
ARAGON TV HD,1_0_19_27B2_3E9_22D4_CE40000_0_0_0.png,aragontvhd.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Missing
ARAGON TV SD,1_0_1_27B0_3E9_22D4_CE40000_0_0_0.png,aragontvsd.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
AXN HD,1_0_1_1260_2F_36_CE40000_0_0_0.png,axnhd.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
AXN HD,1_0_1_17C7_2F_36_CE40000_0_0_0.png,axnhd.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
AXN Movies HD,1_0_1_191_27_36_CE40000_0_0_0.png,axnmovieshd.png,30.0W,(55) 30.0W KU-band SpainSat / Hispasat 30W-5/30W-6,Found
