Frequency,Polarization,SymbolRate,FEC,System,SID,ServiceName,Type,Encryption
11900,V,27500,5/6,DVB-S,1617,Alghad TV,1,FTA
11900,V,27500,5/6,DVB-S,1618,Alfath Atfal,1,FTA
11900,V,27500,5/6,DVB-S,1619,Alalam Channel,1,FTA
11900,V,27500,5/6,DVB-S,1640,Nile FM 104.2,2,FTA
11900,V,27500,5/6,DVB-S,1641,Nogoum FM,2,FTA
11900,V,27500,5/6,DVB-S,1642,Radio Quran,2,FTA
11900,V,27500,5/6,DVB-S,1643,IRIB World Service Radio 3,2,FTA
11919,H,27500,3/4,DVB-S2,2501,Al Kass One,1,FTA
11919,H,27500,3/4,DVB-S2,2502,Al Kass Two,1,FTA
11919,H,27500,3/4,DVB-S2,2503,Al Kass Three,1,FTA
11919,H,27500,3/4,DVB-S2,2507,Al Kass Four,1,FTA
11938,V,30000,5/6,DVB-S,2802,Press TV,1,FTA
11938,V,30000,5/6,DVB-S,2811,Al Sabah TV,1,FTA
11938,V,30000,5/6,DVB-S,2812,Mix Bel Araby,1,FTA
11938,V,30000,5/6,DVB-S,2819,Baghdad TV,1,FTA
11938,V,30000,5/6,DVB-S,2821,Libya Alhadath,1,FTA
11938,V,30000,5/6,DVB-S,2822,Alikhbaria Syria,1,FTA
11938,V,30000,5/6,DVB-S,2823,Alaraby TV 2,1,FTA
11938,V,30000,5/6,DVB-S,2824,Alsouriya TV,1,FTA
11938,V,30000,5/6,DVB-S,2826,Althania TV,1,FTA
11938,V,30000,5/6,DVB-S,2827,Syria TV,1,FTA
11938,V,30000,5/6,DVB-S,2825,Radio Damascus,2,FTA
11938,V,30000,5/6,DVB-S,2839,Radio Damascus,2,FTA
11958,H,27500,5/6,DVB-S,665,Alhaqeqa Aldawlia,1,FTA
11958,H,27500,5/6,DVB-S,666,Jordan Amen,1,FTA
11958,H,27500,5/6,DVB-S,667,Tunisia Shop,1,FTA
11958,H,27500,5/6,DVB-S,669,Alrahman,1,FTA
11958,H,27500,5/6,DVB-S,670,Oyoun Al-Watan TV,1,FTA
11958,H,27500,5/6,DVB-S,671,Hadramout Channel,1,FTA
11958,H,27500,5/6,DVB-S,800,Amman TV,1,FTA
11958,H,27500,5/6,DVB-S,802,Sport TV,1,FTA
11958,H,27500,5/6,DVB-S,814,El-Burhan TV,1,FTA
11958,H,27500,5/6,DVB-S,824,Al-Istiqama TV,1,FTA
11958,H,27500,5/6,DVB-S,827,RT Arabic,1,FTA
11958,H,27500,5/6,DVB-S,831,Roya TV,1,FTA
11958,H,27500,5/6,DVB-S,832,Jordan TV,1,FTA
11958,H,27500,5/6,DVB-S,837,Al Mamlaka TV,1,FTA
11958,H,27500,5/6,DVB-S,839,RT News,1,FTA
11958,H,27500,5/6,DVB-S,803,Holy Quran Radio,2,FTA
11958,H,27500,5/6,DVB-S,812,Sawt Al Alam,2,FTA
11958,H,27500,5/6,DVB-S,840,Rotana Tarab Jordan,2,FTA
11958,H,27500,5/6,DVB-S,841,Rotana Radio Jordan,2,FTA
11958,H,27500,5/6,DVB-S,842,Radio Fann,2,FTA
11958,H,27500,5/6,DVB-S,843,Yaqeen FM,2,FTA
11958,H,27500,5/6,DVB-S,844,Holy Quran Radio Ajiloun,2,FTA
11958,H,27500,5/6,DVB-S,845,Alwasat FM,2,FTA
11958,H,27500,5/6,DVB-S,846,Holy Quran Radio Al-Balqa,2,FTA
11958,H,27500,5/6,DVB-S,849,Holy Quran Radio Aqaba,2,FTA
11958,H,27500,5/6,DVB-S,850,Holy Quran Radio Ma'an,2,FTA
11977,V,27500,5/6,DVB-S,2001,On Sport,1,FTA
11977,V,27500,5/6,DVB-S,2002,On Sport Max,1,FTA
11977,V,27500,5/6,DVB-S,2005,Sky News Arabia,1,FTA
11977,V,27500,5/6,DVB-S,2015,Sky News Arabia,1,FTA
11996,H,30000,3/4,DVB-S2,301,OSN TV Movies Premiere,1,Encrypted
11996,H,30000,3/4,DVB-S2,302,OSN TV Movies Action,1,Encrypted
11996,H,30000,3/4,DVB-S2,303,OSN TV Documentary,1,Encrypted
11996,H,30000,3/4,DVB-S2,304,OSN TV Showcase,1,Encrypted
11996,H,30000,3/4,DVB-S2,305,OSN TV One,1,Encrypted
11996,H,30000,3/4,DVB-S2,306,OSN TV Yahala Aflam,1,Encrypted
11996,H,30000,3/4,DVB-S2,307,OSN TV Crime,1,Encrypted
11996,H,30000,3/4,DVB-S2,308,TLC Arabia,1,Encrypted
11996,H,30000,3/4,DVB-S2,309,OSN TV Yahala Bil Arabi,1,Encrypted
11996,H,30000,3/4,DVB-S2,310,Moonbug,1,Encrypted
12015,V,27500,5/6,DVB-S,1301,Al Kahera Wal Nas 2,1,FTA
12015,V,27500,5/6,DVB-S,1302,CGTN,1,FTA
12015,V,27500,5/6,DVB-S,1303,Sahar Kurdish,1,FTA
12015,V,27500,5/6,DVB-S,1304,Libya Alrasmia Channel,1,FTA
12015,V,27500,5/6,DVB-S,1306,MBC Maser,1,FTA
12015,V,27500,5/6,DVB-S,1307,Hadhramaut TV,1,FTA
12015,V,27500,5/6,DVB-S,1308,2M TV,1,FTA
12015,V,27500,5/6,DVB-S,1309,Aden TV 64,1,FTA
12015,V,27500,5/6,DVB-S,1310,CGTN Arabic,1,FTA
12015,V,27500,5/6,DVB-S,1312,Al Shams Drama,1,FTA
12015,V,27500,5/6,DVB-S,1313,On Sport,1,FTA
12015,V,27500,5/6,DVB-S,1314,On Sport Max,1,FTA
12034,H,27500,5/6,DVB-S,700,Beity TV,1,FTA
12034,H,27500,5/6,DVB-S,701,Cima Channel,1,FTA
12034,H,27500,5/6,DVB-S,703,Alnahrain TV,1,FTA
12034,H,27500,5/6,DVB-S,706,Alaraby TV 2,1,FTA
12034,H,27500,5/6,DVB-S,710,Althania TV,1,FTA
12034,H,27500,5/6,DVB-S,712,North Africa TV,1,FTA
12034,H,27500,5/6,DVB-S,714,Sport TV,1,FTA
12034,H,27500,5/6,DVB-S,738,Iraq Now,1,FTA
12034,H,27500,5/6,DVB-S,805,A Konoz Alhayat,1,FTA
12034,H,27500,5/6,DVB-S,828,RT Arabic,1,FTA
12034,H,27500,5/6,DVB-S,831,Alsouriya TV,1,FTA
12034,H,27500,5/6,DVB-S,790,Jordan Radio,2,FTA
12034,H,27500,5/6,DVB-S,830,Holy Quran Radio Kerak,2,FTA
12054,V,27500,5/6,DVB-S,2201,Al Shams TV,1,FTA
12054,V,27500,5/6,DVB-S,2203,Al Joumhouriyah TV,1,FTA
12054,V,27500,5/6,DVB-S,2204,Al Masriyah,1,FTA
12054,V,27500,5/6,DVB-S,2205,Nile TV International,1,FTA
12054,V,27500,5/6,DVB-S,2206,ERTU 2,1,FTA
12054,V,27500,5/6,DVB-S,2207,PNC Drama,1,FTA
12054,V,27500,5/6,DVB-S,2208,PNC Drama 2,1,FTA
12054,V,27500,5/6,DVB-S,2209,PNC Film,1,FTA
12054,V,27500,5/6,DVB-S,2210,PNC Food,1,FTA
12054,V,27500,5/6,DVB-S,2212,Elnas TV,1,FTA
12054,V,27500,5/6,DVB-S,2213,Al Nada TV,1,FTA
12054,V,27500,5/6,DVB-S,2217,Anbar TV Channel,1,FTA
12054,V,27500,5/6,DVB-S,2218,Holy Quran Channel,1,FTA
12054,V,27500,5/6,DVB-S,2230,Radio Hits,2,FTA
12054,V,27500,5/6,DVB-S,2232,Mega 92.7 FM,2,FTA
12054,V,27500,5/6,DVB-S,2233,Nagham FM,2,FTA
12054,V,27500,5/6,DVB-S,2234,Sha3by FM,2,FTA
12073,H,30000,3/4,DVB-S2,4501,OSN TV Mezze,1,Encrypted
12073,H,30000,3/4,DVB-S2,4502,OSN TV Now,1,Encrypted
12073,H,30000,3/4,DVB-S2,4503,OSN TV Movies Hollywood,1,Encrypted
12073,H,30000,3/4,DVB-S2,4504,CNN International Europe,1,Encrypted
12073,H,30000,3/4,DVB-S2,4505,Animal Planet Europe,1,Encrypted
12073,H,30000,3/4,DVB-S2,4506,OSN TV Kids,1,Encrypted
12073,H,30000,3/4,DVB-S2,4507,Cartoon Network Africa,1,Encrypted
12073,H,30000,3/4,DVB-S2,4508,OSN TV Comedy,1,Encrypted
12073,H,30000,3/4,DVB-S2,4509,OSN TV Yahala,1,Encrypted
12073,H,30000,3/4,DVB-S2,4510,Fatafeat,1,Encrypted
12073,H,30000,3/4,DVB-S2,4512,Bloomberg Originals,1,Encrypted
12092,V,27500,5/6,DVB-S,4901,DMC,1,FTA
12092,V,27500,5/6,DVB-S,4902,DMC,1,FTA
12092,V,27500,5/6,DVB-S,4903,CBC,1,FTA
12092,V,27500,5/6,DVB-S,4904,Zamalek TV,1,FTA
12092,V,27500,5/6,DVB-S,4905,DMC Drama,1,FTA
12092,V,27500,5/6,DVB-S,4906,Extra Live,1,FTA
12092,V,27500,5/6,DVB-S,4921,NRJ Egypt,2,FTA
12130,V,27500,3/4,DVB-S2,1201,Oman TV,1,FTA
12130,V,27500,3/4,DVB-S2,1202,Oman TV Sport,1,FTA
12130,V,27500,3/4,DVB-S2,1203,Oman TV Mubashir,1,FTA
12130,V,27500,3/4,DVB-S2,1204,Oman TV Cultural,1,FTA
12130,V,27500,3/4,DVB-S2,1205,Oman TV,1,FTA
12130,V,27500,3/4,DVB-S2,1215,Radio Oman,2,FTA
12130,V,27500,3/4,DVB-S2,1216,Al-Shabab,2,FTA
12130,V,27500,3/4,DVB-S2,1217,Radio Oman FM,2,FTA
12130,V,27500,3/4,DVB-S2,1218,Holy Quran Radio,2,FTA
12130,V,27500,3/4,DVB-S2,1219,Oman Classic Radio,2,FTA
12130,V,27500,3/4,DVB-S2,1220,Sawt Oman 1,2,FTA
12149,H,27500,3/4,DVB-S,2601,Saudi TV,1,FTA
12149,H,27500,3/4,DVB-S,2602,Thikrayat TV,1,FTA
12149,H,27500,3/4,DVB-S,2603,SBC,1,FTA
12149,H,27500,3/4,DVB-S,2604,Ekhbariya TV,1,FTA
12149,H,27500,3/4,DVB-S,2605,Saudia Alaan TV,1,FTA
12149,H,27500,3/4,DVB-S,5601,Quran TV,1,FTA
12149,H,27500,3/4,DVB-S,5602,Sunna TV,1,FTA
12149,H,27500,3/4,DVB-S,5603,KSA Sport 1,1,FTA
12149,H,27500,3/4,DVB-S,5604,KSA Sport 2,1,FTA
12149,H,27500,3/4,DVB-S,5605,KSA Sport 3,1,FTA
12149,H,27500,3/4,DVB-S,2620,Holly Quran Radio,2,FTA
12149,H,27500,3/4,DVB-S,2621,Riyadh Radio,2,FTA
12149,H,27500,3/4,DVB-S,2622,Jeddah Radio,2,FTA
12149,H,27500,3/4,DVB-S,2623,Saudia Radio,2,FTA
12149,H,27500,3/4,DVB-S,2625,Nida Alislam Radio,2,FTA
12149,H,27500,3/4,DVB-S,2626,Ekhbariya Radio,2,FTA
12149,H,27500,3/4,DVB-S,2628,Saudi Radio Bengali,2,FTA
12149,H,27500,3/4,DVB-S,2629,Saudi Radio French,2,FTA
12149,H,27500,3/4,DVB-S,2630,Saudi Radio Pashto,2,FTA
12149,H,27500,3/4,DVB-S,2632,Alazm Radio,2,FTA
12149,H,27500,3/4,DVB-S,2633,Khuzama Radio,2,FTA
12169,V,27500,2/3,DVB-S2,1101,KTV 1,1,FTA
12169,V,27500,2/3,DVB-S2,1102,KTV Al-Akhbar,1,FTA
12169,V,27500,2/3,DVB-S2,1103,KTV 2,1,FTA
12169,V,27500,2/3,DVB-S2,1104,KTV Sport,1,FTA
12169,V,27500,2/3,DVB-S2,1105,KTV Sport 2,1,FTA
12169,V,27500,2/3,DVB-S2,11,Kuwait Radio One,2,FTA
12169,V,27500,2/3,DVB-S2,12,Kuwait Radio Two,2,FTA
12169,V,27500,2/3,DVB-S2,13,AlQuran Alkarem,2,FTA
12169,V,27500,2/3,DVB-S2,14,Easy 92.5,2,FTA
12169,V,27500,2/3,DVB-S2,15,Kuwait FM,2,FTA
12169,V,27500,2/3,DVB-S2,16,Super Station,2,FTA
12169,V,27500,2/3,DVB-S2,17,The Old Arabic Singing,2,FTA
12169,V,27500,2/3,DVB-S2,18,Traditional Station,2,FTA
12169,V,27500,2/3,DVB-S2,19,OFM,2,FTA
12169,V,27500,2/3,DVB-S2,20,Kuwait Radio One,2,FTA
12188,H,27500,2/3,DVB-S2,2408,BeIn Sports Xtra 4,1,Encrypted
12188,H,27500,2/3,DVB-S2,2410,BeIn Sports 9,1,Encrypted
12188,H,27500,2/3,DVB-S2,2411,BeIn Sports News,1,FTA
12188,H,27500,2/3,DVB-S2,2412,BeIn Sports Xtra 1,1,Encrypted
12188,H,27500,2/3,DVB-S2,2413,BeIn Sports Xtra 2,1,Encrypted
12188,H,27500,2/3,DVB-S2,2419,BeIn Sports 5,1,Encrypted
12207,V,27500,5/6,DVB-S,3203,BBC News Arabic,1,FTA
12207,V,27500,5/6,DVB-S,3204,Alhayah,1,FTA
12207,V,27500,5/6,DVB-S,3206,France 24 Arabic,1,FTA
12207,V,27500,5/6,DVB-S,3208,Alhayah,1,FTA
12207,V,27500,5/6,DVB-S,3210,Al Aoula Inter,1,FTA
12207,V,27500,5/6,DVB-S,3212,A TV,1,FTA
12207,V,27500,5/6,DVB-S,3213,Alalam Syria Channel,1,FTA
12207,V,27500,5/6,DVB-S,3214,Alsahraa TV,1,FTA
12207,V,27500,5/6,DVB-S,3216,Madrasetna 3,1,FTA
12226,H,27500,5/6,DVB-S,2101,Rotana Music,1,FTA
12226,H,27500,5/6,DVB-S,2102,Rotana Clip,1,FTA
12226,H,27500,5/6,DVB-S,2103,Rotana Khalejia,1,FTA
12226,H,27500,5/6,DVB-S,2104,Rotana Classic,1,FTA
12226,H,27500,5/6,DVB-S,2105,Rotana Drama,1,FTA
12226,H,27500,5/6,DVB-S,2106,Rotana Cinema Egypt,1,FTA
12226,H,27500,5/6,DVB-S,2107,Rotana Cinema Saudi Arabia,1,FTA
12226,H,27500,5/6,DVB-S,2108,LBC,1,FTA
12226,H,27500,5/6,DVB-S,2109,Alresalah TV,1,FTA
12226,H,27500,5/6,DVB-S,2110,Rotana Cinema Egypt,1,FTA
12226,H,27500,5/6,DVB-S,2120,Rotana FM,2,FTA
12245,V,27500,2/3,DVB-S2,2301,BeIn Sports English 1,1,Encrypted
12245,V,27500,2/3,DVB-S2,2302,BeIn Sports English 2,1,Encrypted
12245,V,27500,2/3,DVB-S2,2303,BeIn Sports French 1,1,Encrypted
12245,V,27500,2/3,DVB-S2,2304,BeIn Sports French 2,1,Encrypted
12245,V,27500,2/3,DVB-S2,2306,BeIn Sports Xtra 7,1,Encrypted
12284,V,27500,5/6,DVB-S2,2601,Saudi TV,1,FTA
12284,V,27500,5/6,DVB-S2,2602,Thikrayat TV,1,FTA
12284,V,27500,5/6,DVB-S2,2603,SBC,1,FTA
12284,V,27500,5/6,DVB-S2,2604,Ekhbariya TV,1,FTA
12284,V,27500,5/6,DVB-S2,2605,Saudia Alaan TV,1,FTA
12284,V,27500,5/6,DVB-S2,5601,Quran TV,1,FTA
12284,V,27500,5/6,DVB-S2,5602,Sunna TV,1,FTA
12284,V,27500,5/6,DVB-S2,5603,KSA Sport 1,1,FTA
12284,V,27500,5/6,DVB-S2,5604,KSA Sport 2,1,FTA
12284,V,27500,5/6,DVB-S2,5605,KSA Sport 3,1,FTA
12284,V,27500,5/6,DVB-S2,5607,KSA Sport 4,1,FTA
12284,V,27500,5/6,DVB-S2,2620,Holly Quran Radio,2,FTA
12284,V,27500,5/6,DVB-S2,2621,Riyadh Radio,2,FTA
12284,V,27500,5/6,DVB-S2,2622,Jeddah Radio,2,FTA
12284,V,27500,5/6,DVB-S2,2623,Saudia Radio,2,FTA
12284,V,27500,5/6,DVB-S2,2624,Nida Alislam Radio,2,FTA
12284,V,27500,5/6,DVB-S2,2625,Ekhbariya Radio,2,FTA
12284,V,27500,5/6,DVB-S2,2627,Saudi Radio French,2,FTA
12284,V,27500,5/6,DVB-S2,2628,Saudi Radio Pashto,2,FTA
12284,V,27500,5/6,DVB-S2,2629,Saudi Radio Bengali,2,FTA
12284,V,27500,5/6,DVB-S2,2630,Alazm Radio,2,FTA
12284,V,27500,5/6,DVB-S2,2631,Khuzama Radio,2,FTA
12303,H,27500,5/6,DVB-S,2301,Extra News,1,FTA
12303,H,27500,5/6,DVB-S,2302,Libya Sport TV 2,1,FTA
12303,H,27500,5/6,DVB-S,2303,Al Hedaya TV,1,FTA
12303,H,27500,5/6,DVB-S,2304,Madrasetna 1,1,FTA
12303,H,27500,5/6,DVB-S,2306,Al Wathaeqya,1,FTA
12303,H,27500,5/6,DVB-S,2308,Alikhbaria Syria,1,FTA
12322,V,30000,3/4,DVB-S2,6601,Al Hadath,1,FTA
12322,V,30000,3/4,DVB-S2,6611,Al Dafrah TV,1,FTA
12322,V,30000,3/4,DVB-S2,6612,Fujairah TV,1,FTA
12322,V,30000,3/4,DVB-S2,6613,Zee Aflam,1,FTA
12322,V,30000,3/4,DVB-S2,6618,Al-Mashhad,1,FTA
12322,V,30000,3/4,DVB-S2,6619,Arirang World,1,FTA
12322,V,30000,3/4,DVB-S2,6620,Zayed Radio,2,FTA
12322,V,30000,3/4,DVB-S2,6621,Fujairah 92.6 FM,2,FTA
12360,V,27500,3/4,DVB-S2,101,Asharq News,1,FTA
12360,V,27500,3/4,DVB-S2,102,Asharq Documentary,1,FTA
12360,V,27500,3/4,DVB-S2,103,Asharq Discovery,1,FTA
12360,V,27500,3/4,DVB-S2,107,Thamanya 1,1,FTA
12360,V,27500,3/4,DVB-S2,108,Thamanya 2,1,FTA
12360,V,27500,3/4,DVB-S2,109,Thamanya 3,1,FTA
12418,H,30000,3/4,DVB-S2,1,Dubai TV,1,FTA
12418,H,30000,3/4,DVB-S2,2,Sama Dubai,1,FTA
12418,H,30000,3/4,DVB-S2,3,Dubai One,1,FTA
12418,H,30000,3/4,DVB-S2,5,Dubai Sports,1,FTA
12418,H,30000,3/4,DVB-S2,6,Dubai Sports 2,1,FTA
12418,H,30000,3/4,DVB-S2,7,Dubai Racing,1,FTA
12418,H,30000,3/4,DVB-S2,8,Dubai Racing 2,1,FTA
12418,H,30000,3/4,DVB-S2,13,Dubai Radio 93,2,FTA
12418,H,30000,3/4,DVB-S2,21,Noor Dubai Radio,2,FTA
