Frequency,Polarization,SymbolRate,FEC,System,SID,ServiceName,Type,Encryption
12604,H,27500,2/3,DVB-S2,2205,BeIn Sports Xtra 6,1,Encrypted
12604,V,27500,7/8,DVB-S,4010,Imam Hussein TV 2,1,FTA
12604,V,27500,7/8,DVB-S,4013,Manu Chat,1,FTA
12604,V,27500,7/8,DVB-S,4022,Music Iraq,1,FTA
12604,V,27500,7/8,DVB-S,4035,Iraqi Drama TV,1,FTA
12604,V,27500,7/8,DVB-S,4036,Al Salam TV,1,FTA
12604,V,27500,7/8,DVB-S,4037,Sout Masr,1,FTA
12604,V,27500,7/8,DVB-S,5911,C Sat,1,FTA
12604,V,27500,7/8,DVB-S,6111,Dabanga TV,1,FTA
12604,V,27500,7/8,DVB-S,4038,Radio Miraya,2,FTA
12620,V,890,1/2,DVB-S,400,Radio Contact,2,FTA
12620,V,890,1/2,DVB-S,401,Maximum,2,FTA
12620,V,890,1/2,DVB-S,402,Bel RTL,2,FTA
12621,V,468,3/4,DVB-S2,1000,Hit West,2,FTA
12621,V,468,3/4,DVB-S2,2000,Océane,2,FTA
12622,V,255,1/2,DVB-S,1,Radio Maria Italia,2,FTA
12646,H,27500,7/8,DVB-S,2980,Musawa,1,FTA
12646,H,27500,7/8,DVB-S,2990,Palestine TV,1,FTA
12646,H,27500,7/8,DVB-S,3330,Palestine Mobasher,1,FTA
12646,H,27500,7/8,DVB-S,3350,Palestine TV,1,FTA
12646,H,27500,7/8,DVB-S,3370,Awdeh,1,FTA
12646,H,27500,7/8,DVB-S,3430,Palestine Sport,1,FTA
12646,H,27500,7/8,DVB-S,3800,Alaraby TV,1,FTA
12646,H,27500,7/8,DVB-S,3810,Majestic Cinema,1,FTA
12646,H,27500,7/8,DVB-S,3820,Moga Cinema,1,FTA
12646,H,27500,7/8,DVB-S,3830,Moga Drama,1,FTA
12646,H,27500,7/8,DVB-S,3840,El Fadjer TV,1,FTA
12646,H,27500,7/8,DVB-S,3850,Alkeraza TV,1,FTA
12646,H,27500,7/8,DVB-S,3870,Moga Comedy,1,FTA
12646,H,27500,7/8,DVB-S,3880,Moga Today,1,FTA
12646,H,27500,7/8,DVB-S,3900,Play Aflam,1,FTA
12646,H,27500,7/8,DVB-S,3910,Play Cinema,1,FTA
12646,H,27500,7/8,DVB-S,3920,Play Drama,1,FTA
12646,H,27500,7/8,DVB-S,3930,Play Hekayat,1,FTA
12646,H,27500,7/8,DVB-S,3940,Play Today,1,FTA
12646,H,27500,7/8,DVB-S,5001,Voice of Palestine,2,FTA
12646,H,27500,7/8,DVB-S,5003,Quran Radio,2,FTA
12646,H,27500,7/8,DVB-S,5005,Radio Nablus,2,FTA
12687,H,27500,7/8,DVB-S,1430,Elsharq,1,FTA
12687,H,27500,7/8,DVB-S,1440,NHK World Japan,1,FTA
12687,H,27500,7/8,DVB-S,1450,Mekameleen TV,1,FTA
12687,H,27500,7/8,DVB-S,1460,Yemen Educational Channel,1,FTA
12687,H,27500,7/8,DVB-S,1470,Shams TV,1,FTA
12687,H,27500,7/8,DVB-S,1480,Alyaum TV,1,FTA
12687,H,27500,7/8,DVB-S,1490,France 24 English,1,FTA
12687,H,27500,7/8,DVB-S,1510,Nûçe TV,1,FTA
12687,H,27500,7/8,DVB-S,1540,Watan TV,1,FTA
12687,H,27500,7/8,DVB-S,1580,Parole di Vita,1,FTA
12687,H,27500,7/8,DVB-S,1590,EriSat,1,FTA
12687,H,27500,7/8,DVB-S,1600,AnewZ,1,FTA
12687,H,27500,7/8,DVB-S,1640,Al Qanat 9,1,FTA
12687,H,27500,7/8,DVB-S,1650,Coptic TV Egypt,1,FTA
12687,H,27500,7/8,DVB-S,1660,Rûdaw,1,FTA
12687,H,27500,7/8,DVB-S,1680,Rojava FM,2,FTA
12687,V,27500,3/4,DVB-S2,540,Nile River TV Channel,1,FTA
12687,V,27500,3/4,DVB-S2,550,Sudan TV,1,FTA
12687,V,27500,3/4,DVB-S2,560,Segenet Satellite TV,1,FTA
12687,V,27500,3/4,DVB-S2,590,Blue Nile Channel,1,FTA
12687,V,27500,3/4,DVB-S2,670,Alzarga TV,1,FTA
12687,V,27500,3/4,DVB-S2,680,Alshmalia TV,1,FTA
12687,V,27500,3/4,DVB-S2,730,Al Dawla TV,1,FTA
12687,V,27500,3/4,DVB-S2,760,Aleghathiah TV,1,FTA
12687,V,27500,3/4,DVB-S2,790,Khartoum TV,1,FTA
12687,V,27500,3/4,DVB-S2,840,Kassala TV,1,FTA
12687,V,27500,3/4,DVB-S2,1000,Suboro TV,1,FTA
12687,V,27500,3/4,DVB-S2,1010,Samarra TV,1,FTA
12687,V,27500,3/4,DVB-S2,1020,Hona Iraq Satellite Channel,1,FTA
12687,V,27500,3/4,DVB-S2,1050,Ika TV,1,FTA
12687,V,27500,3/4,DVB-S2,1060,Salahddin TV,1,FTA
12687,V,27500,3/4,DVB-S2,1070,Albawadi TV,1,FTA
12687,V,27500,3/4,DVB-S2,1080,Marina TV,1,FTA
12687,V,27500,3/4,DVB-S2,1120,Al-Marjaeyoun TV,1,FTA
12687,V,27500,3/4,DVB-S2,1140,Falestinona Channel,1,FTA
12687,V,27500,3/4,DVB-S2,1150,Ahwazna Satellite Channel,1,FTA
12687,V,27500,3/4,DVB-S2,1160,Alwesam TV,1,FTA
12687,V,27500,3/4,DVB-S2,1190,Albalad TV,1,FTA
12687,V,27500,3/4,DVB-S2,510,Beladi FM,2,FTA
12687,V,27500,3/4,DVB-S2,780,Dongola Radio,2,FTA
12729,V,27500,5/6,DVB-S,7003,Tayba TV,1,FTA
12729,V,27500,5/6,DVB-S,7007,KurdMax Show,1,FTA
12729,V,27500,5/6,DVB-S,7008,KurdMax,1,FTA
