Frequency,Polarization,SymbolRate,FEC,System,SID,ServiceName,Type,Encryption
3896,L,3500,5/6,DVB-S2,3580,TVE Internacional Europa,1,FTA
3896,L,3500,5/6,DVB-S2,3581,RNE Radio Nacional,2,FTA
3896,L,3500,5/6,DVB-S2,3585,Radio Exterior,2,FTA
3901,R,1457,3/4,DVB-S2,2,Asonga TV,1,FTA
3925,R,30000,5/6,DVB-S2,201,ESPN Africa,1,Encrypted
3925,R,30000,5/6,DVB-S2,202,ESPN 2 Africa,1,Encrypted
3925,R,30000,5/6,DVB-S2,203,National Geographic South Africa,1,Encrypted
3925,R,30000,5/6,DVB-S2,204,National Geographic Wild South Africa,1,Encrypted
3925,R,30000,5/6,DVB-S2,214,FashionTV Africa,1,FTA
3925,R,30000,5/6,DVB-S2,215,Nina Novelas English,1,Encrypted
3925,R,30000,5/6,DVB-S2,216,Nina Novelas Français,1,Encrypted
3964,R,4166,1/2,DVB-S2,1780,Radio Notre Dame International,2,FTA
3977,R,3410,2/3,DVB-S2,108,Télé Congo,1,FTA
3986,R,4543,3/4,DVB-S2,1,La Gran Carpa Catedral TV,1,FTA
10727,H,27500,7/8,DVB-S,4730,Asil TV,1,FTA
10727,H,27500,7/8,DVB-S,4740,Waar TV,1,FTA
10727,H,27500,7/8,DVB-S,4750,UTV,1,FTA
10727,H,27500,7/8,DVB-S,4800,Alnajaf Alashraf,1,FTA
10727,H,27500,7/8,DVB-S,4850,Kidsy TV,1,FTA
10727,H,27500,7/8,DVB-S,4900,Saout Al-Aqila TV,1,FTA
10727,H,27500,7/8,DVB-S,4910,Palestine TV,1,FTA
10727,H,27500,7/8,DVB-S,5000,Massaya TV,1,FTA
10727,H,27500,7/8,DVB-S,5920,The Kingdom Sat,1,FTA
10727,H,27500,7/8,DVB-S,5940,France 24 Arabic,1,FTA
10727,H,27500,7/8,DVB-S,6450,Al Awhad TV,1,FTA
10727,H,27500,7/8,DVB-S,5930,Monte Carlo Doualiya,2,FTA
10960,H,3255,3/4,DVB-S,1,TV Assembléia RN,1,FTA
10971,H,27500,7/8,DVB-S,5190,Alaraby TV,1,FTA
10971,H,27500,7/8,DVB-S,5200,Al Hiwar TV,1,FTA
10971,H,27500,7/8,DVB-S,5220,Al-Mahdi Satellite Channel,1,FTA
10971,H,27500,7/8,DVB-S,5250,Marjaeyat TV Arabic,1,FTA
10971,H,27500,7/8,DVB-S,5270,1TV,1,FTA
10971,H,27500,7/8,DVB-S,5290,Salam TV,1,FTA
10971,H,27500,7/8,DVB-S,5320,Aljamahiriya TV,1,FTA
10971,H,27500,7/8,DVB-S,5330,One Baghdad HD,1,FTA
10971,H,27500,7/8,DVB-S,5450,Al Aqila TV,1,FTA
10971,H,27500,7/8,DVB-S,5680,Falastini TV,1,FTA
10971,H,27500,7/8,DVB-S,5750,Alanwar TV,1,FTA
10971,H,27500,7/8,DVB-S,5760,Hala Arabia,1,FTA
10971,H,27500,7/8,DVB-S,5780,Alshaaer TV,1,FTA
10971,H,27500,7/8,DVB-S,5790,Albaghdadia,1,FTA
10971,V,27500,3/4,DVB-S,401,Aljazeera Channel,1,FTA
10971,V,27500,3/4,DVB-S,402,Aljazeera Mubasher,1,FTA
10971,V,27500,3/4,DVB-S,403,Aljazeera English,1,FTA
10971,V,27500,3/4,DVB-S,404,Aljazeera Documentary,1,FTA
10971,V,27500,3/4,DVB-S,405,Aljazeera Mubasher,1,FTA
10971,V,27500,3/4,DVB-S,411,Al Rayyan Radio,2,FTA
10971,V,27500,3/4,DVB-S,412,Sout Al Islam,2,FTA
11013,H,27500,2/3,DVB-S2,2001,BeIn Sports 1,1,Encrypted
11013,H,27500,2/3,DVB-S2,2002,BeIn Sports 2,1,Encrypted
11013,H,27500,2/3,DVB-S2,2003,BeIn Sports 3,1,Encrypted
11013,H,27500,2/3,DVB-S2,2008,BeIn Sports Xtra 5,1,Encrypted
11013,V,27500,5/6,DVB-S,1,Sharjah TV,1,FTA
11013,V,27500,5/6,DVB-S,2,Sharjah TV,1,FTA
11013,V,27500,5/6,DVB-S,3,Sharqiya TV,1,FTA
11013,V,27500,5/6,DVB-S,5,Al Wousta TV,1,FTA
11013,V,27500,5/6,DVB-S,6,Sharjah Sports,1,FTA
11013,V,27500,5/6,DVB-S,8,Sharjah Quran TV,1,FTA
11013,V,27500,5/6,DVB-S,13,Sharjah Sports 2,1,FTA
11013,V,27500,5/6,DVB-S,9,Sharjah Radio,2,FTA
11013,V,27500,5/6,DVB-S,10,Sharjah Quran,2,FTA
11013,V,27500,5/6,DVB-S,11,Pulse 95,2,FTA
11013,V,27500,5/6,DVB-S,12,Watar FM,2,FTA
11054,H,27500,2/3,DVB-S2,2101,BeIn Sports 6,1,Encrypted
11054,H,27500,2/3,DVB-S2,2102,BeIn Sports 4,1,Encrypted
11054,H,27500,2/3,DVB-S2,2103,BeIn Sports 8,1,Encrypted
11054,H,27500,2/3,DVB-S2,2104,BeIn Sports Xtra 3,1,Encrypted
11054,H,27500,2/3,DVB-S2,2105,BeIn Sports 7,1,Encrypted
11054,H,27500,2/3,DVB-S2,2106,BeIn Sports,1,FTA
11054,V,27500,2/3,DVB-S2,1101,KTV 1,1,FTA
11054,V,27500,2/3,DVB-S2,1102,KTV Al-Akhbar,1,FTA
11054,V,27500,2/3,DVB-S2,1103,KTV 2,1,FTA
11054,V,27500,2/3,DVB-S2,1104,KTV Sport,1,FTA
11054,V,27500,2/3,DVB-S2,1105,KTV Sport 2,1,FTA
11054,V,27500,2/3,DVB-S2,11,Kuwait Radio One,2,FTA
11054,V,27500,2/3,DVB-S2,12,Kuwait Radio Two,2,FTA
11054,V,27500,2/3,DVB-S2,13,AlQuran Alkarem,2,FTA
11054,V,27500,2/3,DVB-S2,14,Easy 92.5,2,FTA
11054,V,27500,2/3,DVB-S2,15,Kuwait FM,2,FTA
11054,V,27500,2/3,DVB-S2,16,Super Station,2,FTA
11054,V,27500,2/3,DVB-S2,17,The Old Arabic Singing,2,FTA
11054,V,27500,2/3,DVB-S2,18,Traditional Station,2,FTA
11054,V,27500,2/3,DVB-S2,19,OFM,2,FTA
11054,V,27500,2/3,DVB-S2,20,Kuwait Radio One,2,FTA
11096,H,27500,7/8,DVB-S,1,LoveWorld Arabic,1,FTA
11096,H,27500,7/8,DVB-S,2,Alkarma TV Middle East,1,FTA
11096,H,27500,7/8,DVB-S,3,Salvation TV MENA,1,FTA
11096,H,27500,7/8,DVB-S,4,Al-Sahat TV,1,FTA
11096,H,27500,7/8,DVB-S,5,Mahdi has appeared TV,1,FTA
11096,H,27500,7/8,DVB-S,6,Alhawyah,1,FTA
11096,H,27500,7/8,DVB-S,7,Yemen TV,1,FTA
11096,H,27500,7/8,DVB-S,8,Ramdan TV,1,FTA
11096,H,27500,7/8,DVB-S,10,North Africa TV,1,FTA
11096,H,27500,7/8,DVB-S,14,Al-Fady TV,1,FTA
11096,H,27500,7/8,DVB-S,15,Al Horreya TV,1,FTA
11096,H,27500,7/8,DVB-S,16,Almasirah Mubasher,1,FTA
11096,H,27500,7/8,DVB-S,17,Alanwar TV 2,1,FTA
11096,H,27500,7/8,DVB-S,18,Misr AlBalad,1,FTA
11096,H,27500,7/8,DVB-S,21,Allahdhah TV,1,FTA
11096,H,27500,7/8,DVB-S,23,Logos TV,1,FTA
11096,H,27500,7/8,DVB-S,26,Koogi TV,1,FTA
11096,H,27500,7/8,DVB-S,28,Wasat TV,1,FTA
11096,H,27500,7/8,DVB-S,32,Almasirah TV,1,FTA
11096,H,27500,7/8,DVB-S,35,Iraq Future TV,1,FTA
11096,H,27500,7/8,DVB-S,38,Mariam TV,1,FTA
11096,H,27500,7/8,DVB-S,40,Al Ons TV,1,FTA
11096,H,27500,7/8,DVB-S,44,Nour Al Sharq,1,FTA
11096,H,27500,7/8,DVB-S,45,Nour Al Koddass,1,FTA
11096,H,27500,7/8,DVB-S,49,Sawt Al Shaab FM,2,FTA
11096,H,27500,7/8,DVB-S,50,Radio Sana'a,2,FTA
11137,H,27500,5/6,DVB-S2,2701,Alfa Al Yawm,1,FTA
11137,H,27500,5/6,DVB-S2,2702,Alfa Al Safwa,1,FTA
11137,H,27500,5/6,DVB-S2,2703,Alfa Cinema 1,1,FTA
11137,H,27500,5/6,DVB-S2,2704,Alfa Cinema 2,1,FTA
11137,H,27500,5/6,DVB-S2,2705,Alfa Series +2,1,FTA
11137,H,27500,5/6,DVB-S2,2706,Alfa Series,1,FTA
11137,H,27500,5/6,DVB-S2,2707,Alfa Fann,1,FTA
11137,H,27500,5/6,DVB-S2,2708,Alfa Music Now,1,FTA
11137,H,27500,5/6,DVB-S2,2712,DW Arabia,1,FTA
11137,H,27500,5/6,DVB-S2,2718,Yemen Documentary Channel,1,FTA
11137,H,27500,5/6,DVB-S2,2719,Sheba TV,1,FTA
11137,H,27500,5/6,DVB-S2,2720,Al-Eman,1,FTA
11137,H,27500,5/6,DVB-S2,2721,Aden TV 33,1,FTA
11137,H,27500,5/6,DVB-S2,2709,Tarabiya't,2,FTA
11137,H,27500,5/6,DVB-S2,2710,Khalijya't,2,FTA
11137,H,27500,5/6,DVB-S2,2711,Monawa't,2,FTA
11137,H,27500,5/6,DVB-S2,2713,DW-Radio A2,2,FTA
11137,H,27500,5/6,DVB-S2,2714,DW-Radio 5,2,FTA
11137,V,27500,3/4,DVB-S2,7301,Al Mawsleya TV,1,FTA
11137,V,27500,3/4,DVB-S2,7302,Al Basrah TV,1,FTA
11137,V,27500,3/4,DVB-S2,7303,Libya Almustaqbal,1,FTA
11137,V,27500,3/4,DVB-S2,7304,Libya Al-Mukhtar TV,1,FTA
11137,V,27500,3/4,DVB-S2,7305,Bin Othaimeen,1,FTA
11137,V,27500,3/4,DVB-S2,7306,ERI TV 1,1,FTA
11137,V,27500,3/4,DVB-S2,7308,El Mehwar TV,1,FTA
11137,V,27500,3/4,DVB-S2,7309,Tanasuh TV,1,FTA
11137,V,27500,3/4,DVB-S2,7310,Alerth Alnabawi Channel,1,FTA
11137,V,27500,3/4,DVB-S2,7311,Dar Al Ifta TV,1,FTA
11137,V,27500,3/4,DVB-S2,7312,Tanasuh Education TV,1,FTA
11137,V,27500,3/4,DVB-S2,7313,Kaifa TV,1,FTA
11137,V,27500,3/4,DVB-S2,7314,Misk TV,1,FTA
11137,V,27500,3/4,DVB-S2,7316,Alforat TV,1,FTA
11137,V,27500,3/4,DVB-S2,7317,CNBC Arabiya,1,FTA
11137,V,27500,3/4,DVB-S2,7320,CNN International Europe,1,FTA
11137,V,27500,3/4,DVB-S2,7323,Cartoon Network Arabic,1,FTA
11137,V,27500,3/4,DVB-S2,7330,Radio Zara FM,2,FTA
11137,V,27500,3/4,DVB-S2,7331,Dimtsi Hafash,2,FTA
11137,V,27500,3/4,DVB-S2,7332,Radio Zara FM,2,FTA
11137,V,27500,3/4,DVB-S2,7333,Dimtsi Hafash,2,FTA
11137,V,27500,3/4,DVB-S2,7334,Tanasuh FM,2,FTA
11137,V,27500,3/4,DVB-S2,7335,Dar Al Ifta FM,2,FTA
11137,V,27500,3/4,DVB-S2,7337,Alomma Radio,2,FTA
11179,H,27500,5/6,DVB-S2,7500,Alanwar TV,1,FTA
11179,H,27500,5/6,DVB-S2,7510,ESAN TV,1,FTA
11179,H,27500,5/6,DVB-S2,7520,Salam TV,1,FTA
11179,H,27500,5/6,DVB-S2,7530,Libya Al Naga TV,1,FTA
11179,H,27500,5/6,DVB-S2,7550,Allibiya TV,1,FTA
11179,H,27500,5/6,DVB-S2,7560,Sham TV,1,FTA
11179,H,27500,5/6,DVB-S2,7570,One Movies,1,FTA
11179,H,27500,5/6,DVB-S2,7590,Channel 8,1,FTA
11179,H,27500,5/6,DVB-S2,7600,Alrai TV,1,FTA
11179,H,27500,5/6,DVB-S2,7610,Albawadi TV,1,FTA
11179,H,27500,5/6,DVB-S2,7620,Cookies Kids,1,FTA
11179,H,27500,5/6,DVB-S2,7680,Almergab TV,1,FTA
11179,H,27500,5/6,DVB-S2,7760,Ana Dejlah,1,FTA
11179,H,27500,5/6,DVB-S2,7830,Al Shahed TV,1,FTA
11179,H,27500,5/6,DVB-S2,7840,Alafasy TV,1,FTA
11179,H,27500,5/6,DVB-S2,7750,Wattan FM,2,FTA
11179,V,27500,5/6,DVB-S,7401,ERTU 3 Al Kahera,1,FTA
11179,V,27500,5/6,DVB-S,7402,ERTU 4 Al Kanal,1,FTA
11179,V,27500,5/6,DVB-S,7403,ERTU 5 Al Askandria,1,FTA
11179,V,27500,5/6,DVB-S,7404,ERTU 6 Al Delta,1,FTA
11179,V,27500,5/6,DVB-S,7405,ERTU 7 Al Saeed,1,FTA
11179,V,27500,5/6,DVB-S,7406,ERTU 8 Teba,1,FTA
11179,V,27500,5/6,DVB-S,7407,Al Masriyah,1,FTA
11179,V,27500,5/6,DVB-S,7408,Diwan TV,1,FTA
11179,V,27500,5/6,DVB-S,7409,Madrasetna 2,1,FTA
11179,V,27500,5/6,DVB-S,7410,Nile Education Channel,1,FTA
11179,V,27500,5/6,DVB-S,7412,Sudan Learning passport 1,1,FTA
11179,V,27500,5/6,DVB-S,7413,Sudan Learning passport 2,1,FTA
11471,V,27500,5/6,DVB-S,2,Al Hadath,1,FTA
11471,V,27500,5/6,DVB-S,3,Alarabiya,1,FTA
11471,V,27500,5/6,DVB-S,4,MBC,1,FTA
11471,V,27500,5/6,DVB-S,5,MBC 4,1,FTA
11471,V,27500,5/6,DVB-S,6,MBC Drama,1,FTA
11471,V,27500,5/6,DVB-S,8,MBC Bollywood,1,FTA
11471,V,27500,5/6,DVB-S,9,MBC 2,1,FTA
11471,V,27500,5/6,DVB-S,10,MBC Action,1,FTA
11471,V,27500,5/6,DVB-S,11,MBC 3,1,FTA
11471,V,27500,5/6,DVB-S,12,Alarabiya Business,1,FTA
11471,V,27500,5/6,DVB-S,20,MBC Maser,1,FTA
11471,V,27500,5/6,DVB-S,14,MBC FM,2,FTA
11471,V,27500,5/6,DVB-S,15,Panorama FM,2,FTA
11471,V,27500,5/6,DVB-S,16,Al Arabiya FM,2,FTA
11471,V,27500,5/6,DVB-S,18,MBC Loud FM,2,FTA
11554,V,27500,7/8,DVB-S,2220,Alwilayah TV,1,FTA
11554,V,27500,7/8,DVB-S,2230,Hawa Baghdad,1,FTA
11554,V,27500,7/8,DVB-S,2250,Albalad TV,1,FTA
11554,V,27500,7/8,DVB-S,2260,Haq TV,1,FTA
11554,V,27500,7/8,DVB-S,2280,Alhujja Satellite Channel,1,FTA
11554,V,27500,7/8,DVB-S,2310,Ana Sooria,1,FTA
11554,V,27500,7/8,DVB-S,2320,Sham TV,1,FTA
11554,V,27500,7/8,DVB-S,2350,Alahvaz TV,1,FTA
11554,V,27500,7/8,DVB-S,2360,ATV,1,FTA
11554,V,27500,7/8,DVB-S,2470,Al Fallujah TV,1,FTA
11554,V,27500,7/8,DVB-S,2510,Om-AlBaneen TV,1,FTA
11554,V,27500,7/8,DVB-S,2660,Halab Today TV,1,FTA
11564,H,27500,5/6,DVB-S2,6010,Gali Kurdistan Channel,1,FTA
11564,H,27500,5/6,DVB-S2,6020,Kirkuk TV,1,FTA
11564,H,27500,5/6,DVB-S2,6070,New Libya Channel,1,FTA
11564,H,27500,5/6,DVB-S2,6080,Bahrain TV,1,FTA
11564,H,27500,5/6,DVB-S2,6090,Bahrain International,1,FTA
11564,H,27500,5/6,DVB-S2,6100,Imam Ali TV,1,FTA
11564,H,27500,5/6,DVB-S2,6120,Baghdad Satellite Channel,1,FTA
11564,H,27500,5/6,DVB-S2,6190,Allibiya TV,1,FTA
11564,H,27500,5/6,DVB-S2,6270,TRT World,1,FTA
11564,H,27500,5/6,DVB-S2,6280,Huda TV,1,FTA
11564,H,27500,5/6,DVB-S2,6310,Palestine TV,1,FTA
11564,H,27500,5/6,DVB-S2,6320,Musawa,1,FTA
11564,H,27500,5/6,DVB-S2,6330,Palestine Mobasher,1,FTA
11564,H,27500,5/6,DVB-S2,6340,Palestine TV,1,FTA
11564,H,27500,5/6,DVB-S2,6350,Palestine Edu,1,FTA
11564,H,27500,5/6,DVB-S2,6360,Awdeh,1,FTA
11564,H,27500,5/6,DVB-S2,6370,Voice of Palestine TV,1,FTA
11564,H,27500,5/6,DVB-S2,6110,WAL Radio,2,FTA
11637,V,27500,5/6,DVB-S2,1,Speda Channel,1,FTA
11637,V,27500,5/6,DVB-S2,2,Jin TV,1,FTA
11637,V,27500,5/6,DVB-S2,5,Iran International,1,FTA
11637,V,27500,5/6,DVB-S2,7,Hagere Hamasien TV,1,FTA
11637,V,27500,5/6,DVB-S2,8,Med Muzîk,1,FTA
11637,V,27500,5/6,DVB-S2,11,Stêrk,1,FTA
11637,V,27500,5/6,DVB-S2,13,Africa TV 1,1,FTA
11637,V,27500,5/6,DVB-S2,15,Africa TV 1 Quran,1,FTA
11637,V,27500,5/6,DVB-S2,19,TV Islaamaa,1,FTA
11637,V,27500,5/6,DVB-S2,20,NRT,1,FTA
11637,V,27500,5/6,DVB-S2,21,Amozhgary TV,1,FTA
11637,V,27500,5/6,DVB-S2,22,Daewa TV,1,FTA
11637,V,27500,5/6,DVB-S2,23,Rojava TV,1,FTA
11637,V,27500,5/6,DVB-S2,29,Kurdsat,1,FTA
11637,V,27500,5/6,DVB-S2,30,Kurdsat News,1,FTA
11637,V,27500,5/6,DVB-S2,32,Al Karama News,1,FTA
11637,V,27500,5/6,DVB-S2,33,NRT 2,1,FTA
11637,V,27500,5/6,DVB-S2,37,Hooosh TV,1,FTA
11637,V,27500,5/6,DVB-S2,43,Al Watania 24,1,FTA
11637,V,27500,5/6,DVB-S2,46,Suroyo TV,1,FTA
11637,V,27500,5/6,DVB-S2,51,Makan TV,1,FTA
11637,V,27500,5/6,DVB-S2,42,Hayat FM,2,FTA
11637,V,27500,5/6,DVB-S2,52,Kan Tarbut,2,FTA
11637,V,27500,5/6,DVB-S2,53,Kan Bet,2,FTA
11637,V,27500,5/6,DVB-S2,54,Kan Gimmel,2,FTA
11637,V,27500,5/6,DVB-S2,55,Makan Radio,2,FTA
11637,V,27500,5/6,DVB-S2,56,Kan Reka,2,FTA
11637,V,27500,5/6,DVB-S2,57,Kan Kol HaMusica,2,FTA
11637,V,27500,5/6,DVB-S2,58,Kan Moreshet,2,FTA
11637,V,27500,5/6,DVB-S2,59,Kan 88,2,FTA
11678,V,27500,7/8,DVB-S,6440,Al Sukariya Hekayat,1,FTA
11678,V,27500,7/8,DVB-S,6460,Al Shasha Cinema,1,FTA
11678,V,27500,7/8,DVB-S,6470,Al Shasha Muslslat,1,FTA
11678,V,27500,7/8,DVB-S,6480,Al Sukariya Cinema,1,FTA
11678,V,27500,7/8,DVB-S,6490,Fox Be Elaraby TV,1,FTA
11678,V,27500,7/8,DVB-S,6500,Al Sukariya Zaman,1,FTA
11678,V,27500,7/8,DVB-S,6510,Fox Drama,1,FTA
11678,V,27500,7/8,DVB-S,6520,West Elbalad Zaman,1,FTA
11678,V,27500,7/8,DVB-S,6530,Beirut Aflam,1,FTA
11678,V,27500,7/8,DVB-S,6540,Beirut Alyooom,1,FTA
11678,V,27500,7/8,DVB-S,6550,Beirut Cinema,1,FTA
11678,V,27500,7/8,DVB-S,6560,El Omda TV Alyom,1,FTA
11678,V,27500,7/8,DVB-S,6570,Beirut Drama,1,FTA
11678,V,27500,7/8,DVB-S,6580,Al Shasha Alwan,1,FTA
11678,V,27500,7/8,DVB-S,6590,West Elbalad Drama,1,FTA
11678,V,27500,7/8,DVB-S,6600,Alking Drama,1,FTA
11678,V,27500,7/8,DVB-S,6610,One Movies,1,FTA
11678,V,27500,7/8,DVB-S,6620,Channel 8,1,FTA
11678,V,27500,7/8,DVB-S,6640,Cairo Plus Cinema,1,FTA
11678,V,27500,7/8,DVB-S,6650,Cairo Plus Drama,1,FTA
11678,V,27500,7/8,DVB-S,6660,Melody Drama,1,FTA
11678,V,27500,7/8,DVB-S,6670,Alrai TV,1,FTA
11678,V,27500,7/8,DVB-S,6690,Al Sukariya Classic,1,FTA
11678,V,27500,7/8,DVB-S,7000,Melody Classic,1,FTA
11678,V,27500,7/8,DVB-S,7010,Melody Aflam,1,FTA
11678,V,27500,7/8,DVB-S,7050,Dolly Drama,1,FTA
11678,V,27500,7/8,DVB-S,7060,Dolly Mosalsalat,1,FTA
11678,V,27500,7/8,DVB-S,7070,Cookies Kids,1,FTA
11678,V,27500,7/8,DVB-S,7080,Dolly Alyoom,1,FTA
11678,V,27500,7/8,DVB-S,7090,Drama Live,1,FTA
11678,V,27500,7/8,DVB-S,8020,Al Shasha Drama,1,FTA
11678,V,27500,7/8,DVB-S,8030,Al Shasha Hakayat,1,FTA
11678,V,27500,7/8,DVB-S,8040,Dolly Cinema,1,FTA
11678,V,27500,7/8,DVB-S,8060,Al Shasha Film,1,FTA
11678,V,27500,7/8,DVB-S,8070,Alzaeem Drama,1,FTA
11678,V,27500,7/8,DVB-S,8080,Al Sukariya Drama,1,FTA
11678,V,27500,7/8,DVB-S,8090,Alzaeem Cinema,1,FTA
11678,V,27500,7/8,DVB-S,8100,Dolly Movies,1,FTA
11678,V,27500,7/8,DVB-S,8110,Alking Aflam,1,FTA
11678,V,27500,7/8,DVB-S,8130,Cairo Plus Alyoum,1,FTA
11678,V,27500,7/8,DVB-S,8140,El Omda TV Aflam,1,FTA
11678,V,27500,7/8,DVB-S,8150,El Omda TV Drama,1,FTA
11678,V,27500,7/8,DVB-S,8160,One Drama,1,FTA
11678,V,27500,7/8,DVB-S,8000,Iraqi Health Broadcasting,2,FTA
12521,H,27500,2/3,DVB-S2,501,Aljazeera Channel,1,FTA
12521,H,27500,2/3,DVB-S2,502,Aljazeera Mubasher,1,FTA
12521,H,27500,2/3,DVB-S2,503,Aljazeera English,1,FTA
12521,H,27500,2/3,DVB-S2,504,Aljazeera Documentary,1,FTA
12521,H,27500,2/3,DVB-S2,505,Aljazeera Mubasher,1,FTA
12521,H,27500,2/3,DVB-S2,510,Al Rayyan,1,FTA
12521,H,27500,2/3,DVB-S2,511,Al Rayyan Al Qadeem,1,FTA
12563,H,27500,5/6,DVB-S,7201,Iraqia News,1,FTA
12563,H,27500,5/6,DVB-S,7205,Iraqia Türkmen,1,FTA
12563,H,27500,5/6,DVB-S,7206,Iraqia Kurdish,1,FTA
12563,H,27500,5/6,DVB-S,7207,Iraqia Sport,1,FTA
12563,H,27500,5/6,DVB-S,7209,Iraqia General,1,FTA
12563,H,27500,5/6,DVB-S,7220,Iraqia Syriac,1,FTA
12563,H,27500,5/6,DVB-S,7210,Radio Iraqia,2,FTA
12563,H,27500,5/6,DVB-S,7211,Forqan Radio,2,FTA
12563,H,27500,5/6,DVB-S,7212,Radio Baghdad,2,FTA
12563,H,27500,5/6,DVB-S,7227,Ministry of Interior Radio,2,FTA
12563,V,27500,7/8,DVB-S,206,Al3ylh TV,1,FTA
12563,V,27500,7/8,DVB-S,207,Home TV (2),1,FTA
12563,V,27500,7/8,DVB-S,208,El Khoulasa Drama,1,FTA
12563,V,27500,7/8,DVB-S,209,Layali Zamani,1,FTA
12563,V,27500,7/8,DVB-S,211,Alhara,1,FTA
12563,V,27500,7/8,DVB-S,218,Altahoona,1,FTA
12563,V,27500,7/8,DVB-S,219,Hogan TV,1,FTA
12563,V,27500,7/8,DVB-S,221,Al Dawaar,1,FTA
12563,V,27500,7/8,DVB-S,222,TV Altamselia,1,FTA
12563,V,27500,7/8,DVB-S,224,Al Ostoura,1,FTA
12563,V,27500,7/8,DVB-S,225,Drama Alyoom,1,FTA
12563,V,27500,7/8,DVB-S,229,Dahab Drama,1,FTA
12563,V,27500,7/8,DVB-S,230,El Khoulasa Classic,1,FTA
12563,V,27500,7/8,DVB-S,231,Time Zaman TV,1,FTA
12563,V,27500,7/8,DVB-S,232,Alfa Hekayat,1,FTA
12563,V,27500,7/8,DVB-S,234,Drama Be Alaraby,1,FTA
12563,V,27500,7/8,DVB-S,235,Madah,1,FTA
12563,V,27500,7/8,DVB-S,236,Alsayda3 Madeh,1,FTA
12563,V,27500,7/8,DVB-S,239,Alfa Drama,1,FTA
12563,V,27500,7/8,DVB-S,240,Alfa Cinema,1,FTA
12563,V,27500,7/8,DVB-S,241,Hikayh TV,1,FTA
12563,V,27500,7/8,DVB-S,245,Hala Mosr3a,1,FTA
12563,V,27500,7/8,DVB-S,247,Cleopatra TV,1,FTA
12563,V,27500,7/8,DVB-S,249,Dahab Mosalsalat,1,FTA
12563,V,27500,7/8,DVB-S,250,Alkarma TV Middle East,1,FTA
12563,V,27500,7/8,DVB-S,252,Imam Hussein TV 2,1,FTA
12563,V,27500,7/8,DVB-S,259,C Sat,1,FTA
12563,V,27500,7/8,DVB-S,260,Dabanga TV,1,FTA
12563,V,27500,7/8,DVB-S,258,Radio Miraya,2,FTA
12604,H,27500,2/3,DVB-S2,2201,BeIn 4K,1,Encrypted
12604,H,27500,2/3,DVB-S2,2202,BeIn Sports Xtra 8,1,Encrypted
12604,H,27500,2/3,DVB-S2,2203,BeIn Sports Xtra 9,1,Encrypted
