Frequency,Polarization,SymbolRate,FEC,System,SID,ServiceName,Type,Encryption
10876,V,22000,5/6,DVB-S,30602,Baby TV Europe,1,Encrypted
10876,V,22000,5/6,DVB-S,30603,Playboy TV Iberia,1,Encrypted
10876,V,22000,5/6,DVB-S,30604,Telecinco,1,Encrypted
10876,V,22000,5/6,DVB-S,30605,National Geographic España,1,Encrypted
10876,V,22000,5/6,DVB-S,30606,M+ Vamos Bar,1,Encrypted
10876,V,22000,5/6,DVB-S,30607,M+ Deportes,1,Encrypted
10876,V,22000,5/6,DVB-S,30608,Calle 13,1,Encrypted
10876,V,22000,5/6,DVB-S,30610,Cuatro,1,Encrypted
10876,V,22000,5/6,DVB-S,30611,LaLiga TV Bar,1,Encrypted
10876,V,22000,5/6,DVB-S,30613,BBC Top Gear,1,Encrypted
10876,V,22000,5/6,DVB-S,30614,Syfy España,1,Encrypted
10876,V,22000,5/6,DVB-S,30615,M+ LaLiga,1,Encrypted
10891,H,22000,2/3,DVB-S2,10350,RBB Brandenburg,1,FTA
10891,H,22000,2/3,DVB-S2,10351,RBB Berlin,1,FTA
10891,H,22000,2/3,DVB-S2,10352,MDR Fernsehen Sachsen,1,FTA
10891,H,22000,2/3,DVB-S2,10353,MDR Fernsehen Sachsen-Anhalt,1,FTA
10891,H,22000,2/3,DVB-S2,10354,MDR Fernsehen Thüringen,1,FTA
10891,H,22000,2/3,DVB-S2,10355,HR Fernsehen,1,FTA
10891,H,22000,2/3,DVB-S2,10465,HR 1,2,FTA
10891,H,22000,2/3,DVB-S2,10466,HR 2 Kultur,2,FTA
10891,H,22000,2/3,DVB-S2,10467,HR 3,2,FTA
10891,H,22000,2/3,DVB-S2,10468,HR 4,2,FTA
10891,H,22000,2/3,DVB-S2,10469,You FM,2,FTA
10891,H,22000,2/3,DVB-S2,10470,HR Info,2,FTA
10891,H,22000,2/3,DVB-S2,10474,MDR Sachsen,2,FTA
10891,H,22000,2/3,DVB-S2,10475,MDR Sachsen-Anhalt,2,FTA
10891,H,22000,2/3,DVB-S2,10476,MDR Thüringen Mitte/West,2,FTA
10891,H,22000,2/3,DVB-S2,10477,MDR Kultur,2,FTA
10891,H,22000,2/3,DVB-S2,10478,MDR Jump,2,FTA
10891,H,22000,2/3,DVB-S2,10479,MDR Sputnik,2,FTA
10891,H,22000,2/3,DVB-S2,10480,MDR Aktuell,2,FTA
10891,H,22000,2/3,DVB-S2,10481,MDR Klassik,2,FTA
10891,H,22000,2/3,DVB-S2,10484,RBB 24 Inforadio,2,FTA
10891,H,22000,2/3,DVB-S2,10485,RBB Radio 3,2,FTA
10891,H,22000,2/3,DVB-S2,10486,Antenne Brandenburg Potsdam,2,FTA
10891,H,22000,2/3,DVB-S2,10487,RBB 88.8,2,FTA
10891,H,22000,2/3,DVB-S2,10488,RBB Radio Eins,2,FTA
10891,H,22000,2/3,DVB-S2,10489,RBB Fritz,2,FTA
10906,V,22000,2/3,DVB-S2,30001,DAZN F1,1,Encrypted
10906,V,22000,2/3,DVB-S2,30002,M+ Deportes 2,1,Encrypted
10906,V,22000,2/3,DVB-S2,30003,M+ Indie,1,Encrypted
10906,V,22000,2/3,DVB-S2,30004,DAZN LaLiga,1,Encrypted
10906,V,22000,2/3,DVB-S2,30005,Eurosport 1,1,Encrypted
10906,V,22000,2/3,DVB-S2,30007,M+ Comedia,1,Encrypted
10906,V,22000,2/3,DVB-S2,30009,M+ Estrenos,1,Encrypted
10921,H,22000,7/8,DVB-S,35,Schlager Deluxe,1,FTA
10921,H,22000,7/8,DVB-S,38,HGTV Deutschland,1,FTA
10936,V,22000,5/6,DVB-S,30752,M+ Liga de Campeones 11,1,Encrypted
10936,V,22000,5/6,DVB-S,30753,M+ Liga de Campeones 12,1,Encrypted
10936,V,22000,5/6,DVB-S,30754,M+ Liga de Campeones 7,1,Encrypted
10936,V,22000,5/6,DVB-S,30756,M+ Liga de Campeones 8,1,Encrypted
10936,V,22000,5/6,DVB-S,30757,LaLiga TV Hypermotion,1,Encrypted
10936,V,22000,5/6,DVB-S,30759,DAZN Baloncesto,1,Encrypted
10936,V,22000,5/6,DVB-S,30761,M+ Liga de Campeones 6,1,Encrypted
10936,V,22000,5/6,DVB-S,30762,LaLiga TV Hypermotion 3,1,Encrypted
10936,V,22000,5/6,DVB-S,30763,M+ Liga de Campeones 13,1,Encrypted
10936,V,22000,5/6,DVB-S,30764,M+ Liga de Campeones 9,1,Encrypted
10936,V,22000,5/6,DVB-S,30765,M+ Deportes 7,1,Encrypted
10936,V,22000,5/6,DVB-S,30767,M+ Liga de Campeones 10,1,Encrypted
10936,V,22000,5/6,DVB-S,30768,LaLiga TV Bar 4,1,Encrypted
10936,V,22000,5/6,DVB-S,30769,LaLiga TV Hypermotion 2,1,Encrypted
10964,H,22000,2/3,DVB-S2,10100,TLC Germany,1,Encrypted
10964,H,22000,2/3,DVB-S2,10102,Handystar,1,FTA
10964,H,22000,2/3,DVB-S2,10104,Channel 21,1,FTA
10964,H,22000,2/3,DVB-S2,10105,QVC Style Deutschland,1,FTA
10964,H,22000,2/3,DVB-S2,10110,TLC Germany,1,Encrypted
10979,V,22000,5/6,DVB-S,30652,Factoria de Ficción,1,Encrypted
10979,V,22000,5/6,DVB-S,30653,M+ LaLiga 3,1,Encrypted
10979,V,22000,5/6,DVB-S,30654,DAZN 3 España,1,Encrypted
10979,V,22000,5/6,DVB-S,30655,M+ Deportes 4,1,Encrypted
10979,V,22000,5/6,DVB-S,30656,DAZN 4 España,1,Encrypted
10979,V,22000,5/6,DVB-S,30657,BBC Series,1,Encrypted
10979,V,22000,5/6,DVB-S,30658,M+ Deportes 3,1,Encrypted
10979,V,22000,5/6,DVB-S,30659,M+ Liga de Campeones 2,1,Encrypted
10979,V,22000,5/6,DVB-S,30660,M+ Liga de Campeones 5,1,Encrypted
10979,V,22000,5/6,DVB-S,30662,M+ Clásicos,1,Encrypted
10979,V,22000,5/6,DVB-S,30663,DreamWorks TV España,1,Encrypted
10979,V,22000,5/6,DVB-S,30664,M+ Deportes 5,1,Encrypted
10979,V,22000,5/6,DVB-S,30665,M+ Deportes 8,1,Encrypted
10979,V,22000,5/6,DVB-S,30680,M+ Liga de Campeones 4,1,Encrypted
10994,H,22000,5/6,DVB-S2,1,SES Ultra HD Demo Channel,1,FTA
10994,H,22000,5/6,DVB-S2,2,UHD 1,1,Encrypted
10994,H,22000,5/6,DVB-S2,6205,ProSiebenSat. 1 UHD,1,Encrypted
11038,V,22000,5/6,DVB-S,30400,M+ Estrenos,1,Encrypted
11038,V,22000,5/6,DVB-S,30401,Clan,1,Encrypted
11038,V,22000,5/6,DVB-S,30402,TVE La 1 Madrid,1,Encrypted
11038,V,22000,5/6,DVB-S,30403,BBC Lifestyle España,1,Encrypted
11038,V,22000,5/6,DVB-S,30404,BBC Earth España,1,Encrypted
11038,V,22000,5/6,DVB-S,30405,LaLiga TV Bar 2,1,Encrypted
11038,V,22000,5/6,DVB-S,30407,TCM España,1,Encrypted
11038,V,22000,5/6,DVB-S,30408,Comedy Central España,1,Encrypted
11038,V,22000,5/6,DVB-S,30409,DAZN LaLiga,1,Encrypted
11038,V,22000,5/6,DVB-S,30410,M+ Hits,1,Encrypted
11038,V,22000,5/6,DVB-S,30411,Warner TV España,1,Encrypted
11038,V,22000,5/6,DVB-S,30412,Teledeporte,1,Encrypted
11038,V,22000,5/6,DVB-S,30414,BBC Food,1,Encrypted
11038,V,22000,5/6,DVB-S,30415,M+ Indie,1,Encrypted
11053,H,22000,2/3,DVB-S2,10375,Tagesschau 24,1,FTA
11053,H,22000,2/3,DVB-S2,10376,One,1,FTA
11053,H,22000,2/3,DVB-S2,10377,ARD Alpha,1,FTA
11053,H,22000,2/3,DVB-S2,10378,SR Fernsehen,1,FTA
11053,H,22000,2/3,DVB-S2,10379,Radio Bremen Fernsehen,2,FTA
11053,H,22000,2/3,DVB-S2,10400,Bayern 1 Oberbayern,2,FTA
11053,H,22000,2/3,DVB-S2,10401,Bayern 2,2,FTA
11053,H,22000,2/3,DVB-S2,10402,Bayern 3,2,FTA
11053,H,22000,2/3,DVB-S2,10403,BR Klassik,2,FTA
11053,H,22000,2/3,DVB-S2,10404,BR 24,2,FTA
11053,H,22000,2/3,DVB-S2,10405,BR 24 Live,2,FTA
11053,H,22000,2/3,DVB-S2,10406,BR Schlager,2,FTA
11053,H,22000,2/3,DVB-S2,10408,BR Heimat,2,FTA
11053,H,22000,2/3,DVB-S2,10412,NDR 2,2,FTA
11053,H,22000,2/3,DVB-S2,10413,NDR Kultur,2,FTA
11053,H,22000,2/3,DVB-S2,10414,NDR Info Niedersachsen,2,FTA
11053,H,22000,2/3,DVB-S2,10415,N-Joy,2,FTA
11053,H,22000,2/3,DVB-S2,10416,NDR 90.3,2,FTA
11053,H,22000,2/3,DVB-S2,10417,NDR 1 Welle Nord Kiel,2,FTA
11053,H,22000,2/3,DVB-S2,10418,NDR 1 Radio MV Schwerin,2,FTA
11053,H,22000,2/3,DVB-S2,10419,NDR 1 Niedersachsen Hannover,2,FTA
11053,H,22000,2/3,DVB-S2,10420,NDR Info Spezial,2,FTA
11053,H,22000,2/3,DVB-S2,10421,NDR Blue,2,FTA
11053,H,22000,2/3,DVB-S2,10422,NDR Schlager,2,FTA
11053,H,22000,2/3,DVB-S2,10426,Bremen Eins,2,FTA
11053,H,22000,2/3,DVB-S2,10427,Bremen Zwei,2,FTA
11053,H,22000,2/3,DVB-S2,10428,Bremen Vier,2,FTA
11053,H,22000,2/3,DVB-S2,10429,Bremen Next,2,FTA
11053,H,22000,2/3,DVB-S2,10432,SR 1,2,FTA
11053,H,22000,2/3,DVB-S2,10433,SR Kultur,2,FTA
11053,H,22000,2/3,DVB-S2,10434,SR 3 Saarlandwelle,2,FTA
11053,H,22000,2/3,DVB-S2,10440,SWR 1 Baden-Württemberg,2,FTA
11053,H,22000,2/3,DVB-S2,10441,SWR 1 Rheinland-Pfalz,2,FTA
11053,H,22000,2/3,DVB-S2,10442,SWR Kultur,2,FTA
11053,H,22000,2/3,DVB-S2,10443,SWR 3,2,FTA
11053,H,22000,2/3,DVB-S2,10444,SWR 4 Stuttgart,2,FTA
11053,H,22000,2/3,DVB-S2,10445,SWR 4 Mainz,2,FTA
11053,H,22000,2/3,DVB-S2,10446,Das Ding,2,FTA
11053,H,22000,2/3,DVB-S2,10447,SWR Aktuell,2,FTA
11053,H,22000,2/3,DVB-S2,10448,SWR Kultur,2,FTA
11053,H,22000,2/3,DVB-S2,10451,WDR 1 Live,2,FTA
11053,H,22000,2/3,DVB-S2,10452,WDR 2 Rhein und Ruhr,2,FTA
11053,H,22000,2/3,DVB-S2,10453,WDR 3,2,FTA
11053,H,22000,2/3,DVB-S2,10454,WDR 4,2,FTA
11053,H,22000,2/3,DVB-S2,10455,WDR 5,2,FTA
11053,H,22000,2/3,DVB-S2,10456,Cosmo,2,FTA
11053,H,22000,2/3,DVB-S2,10457,WDR 1 Live Diggi,2,FTA
11053,H,22000,2/3,DVB-S2,10458,WDR Die Maus,2,FTA
11053,H,22000,2/3,DVB-S2,10459,WDR Event,2,FTA
11068,V,22000,5/6,DVB-S,31304,Die Neue Zeit TV,1,FTA
11068,V,22000,5/6,DVB-S,31305,Telesur,1,FTA
11068,V,22000,5/6,DVB-S,31306,Sender Neu Jerusalem,1,FTA
11068,V,22000,5/6,DVB-S,31308,Sachsen Eins,1,FTA
11068,V,22000,5/6,DVB-S,31309,AnewZ,1,FTA
11082,H,22000,3/4,DVB-S2,11911,RTL Austria,1,Encrypted
11082,H,22000,3/4,DVB-S2,11921,Vox Austria,1,Encrypted
11082,H,22000,3/4,DVB-S2,11931,Toggo Deutschland,1,Encrypted
11082,H,22000,3/4,DVB-S2,11941,RTL Zwei Austria,1,Encrypted
11082,H,22000,3/4,DVB-S2,11951,Nitro Deutschland,1,Encrypted
11082,H,22000,3/4,DVB-S2,11961,N-TV Austria,1,FTA
11097,V,22000,5/6,DVB-S,30056,DAZN Baloncesto 2,1,Encrypted
11097,V,22000,5/6,DVB-S,30060,M+ Vamos Bar 2,1,Encrypted
11097,V,22000,5/6,DVB-S,30061,M+ Golf 2,1,Encrypted
11097,V,22000,5/6,DVB-S,30068,DAZN 1 Bar,1,Encrypted
11097,V,22000,5/6,DVB-S,30071,Stingray Classica,1,Encrypted
11097,V,22000,5/6,DVB-S,30073,M+ Vamos 2,1,Encrypted
11097,V,22000,5/6,DVB-S,30075,M+ Liga de Campeones,1,Encrypted
11097,V,22000,5/6,DVB-S,30079,AXN Movies España,1,Encrypted
11097,V,22000,5/6,DVB-S,30082,DAZN 2 Bar,1,Encrypted
11097,V,22000,5/6,DVB-S,30084,Primera Federación,1,Encrypted
11097,V,22000,5/6,DVB-S,30087,Neox,1,Encrypted
11097,V,22000,5/6,DVB-S,30088,Movistar Plus+,1,Encrypted
11112,H,22000,2/3,DVB-S2,12502,Eurosport 1 Germany,1,Encrypted
11112,H,22000,2/3,DVB-S2,12522,Eurosport 1 Germany,1,Encrypted
11112,H,22000,2/3,DVB-S2,12530,K-TV,1,FTA
11127,V,22000,5/6,DVB-S,30856,Boing España,1,Encrypted
11127,V,22000,5/6,DVB-S,30857,Energy,1,Encrypted
11127,V,22000,5/6,DVB-S,30859,Divinity,1,Encrypted
11127,V,22000,5/6,DVB-S,30863,MTV España,1,Encrypted
11127,V,22000,5/6,DVB-S,30864,Gol Play,1,Encrypted
11127,V,22000,5/6,DVB-S,30865,Be Mad,1,Encrypted
11127,V,22000,5/6,DVB-S,30866,M+ LaLiga 4,1,Encrypted
11156,V,22000,5/6,DVB-S,30505,Canal Sur Andalucía,1,FTA
11156,V,22000,5/6,DVB-S,30506,DAZN 2 España,1,Encrypted
11156,V,22000,5/6,DVB-S,30507,Caza y Pesca,1,Encrypted
11156,V,22000,5/6,DVB-S,30508,Antena 3,1,Encrypted
11156,V,22000,5/6,DVB-S,30509,Eurosport 1,1,Encrypted
11156,V,22000,5/6,DVB-S,30510,Nickelodeon España,1,Encrypted
11156,V,22000,5/6,DVB-S,30511,Discovery Channel Iberia,1,Encrypted
11156,V,22000,5/6,DVB-S,30512,Cosmo,1,Encrypted
11156,V,22000,5/6,DVB-S,30513,BBC History,1,Encrypted
11156,V,22000,5/6,DVB-S,30514,DAZN F1,1,Encrypted
11156,V,22000,5/6,DVB-S,30515,M+ Vamos,1,Encrypted
11156,V,22000,5/6,DVB-S,30518,M+ Cine Español,1,Encrypted
11156,V,22000,5/6,DVB-S,30520,Canal 24 Horas,1,Encrypted
11156,V,22000,5/6,DVB-S,30521,M+ Deportes 2,1,Encrypted
11186,V,22000,2/3,DVB-S2,4300,Sportdigital Fussball,1,Encrypted
11186,V,22000,2/3,DVB-S2,4301,Sportdigital 1+,1,Encrypted
11186,V,22000,2/3,DVB-S2,4302,ESports One,1,Encrypted
11186,V,22000,2/3,DVB-S2,4303,Sportdigital Edge,1,Encrypted
11186,V,22000,2/3,DVB-S2,4304,Waidwerk,1,Encrypted
11186,V,22000,2/3,DVB-S2,4305,ClipMyHorse TV,1,Encrypted
11229,V,22000,2/3,DVB-S2,5001,BBC News Europe,1,FTA
11229,V,22000,2/3,DVB-S2,5021,NHK World Japan,1,FTA
11229,V,22000,2/3,DVB-S2,5031,Aljazeera English,1,FTA
11244,H,22000,5/6,DVB-S,13222,Lilo TV,1,FTA
11244,H,22000,5/6,DVB-S,13223,ATV 2,1,Encrypted
11244,H,22000,5/6,DVB-S,13224,Bibel TV,1,FTA
11244,H,22000,5/6,DVB-S,13227,Hope TV Deutsch,1,FTA
11244,H,22000,5/6,DVB-S,13228,ATV,1,Encrypted
11244,H,22000,5/6,DVB-S,13229,RTL Up Österreich,1,FTA
11259,V,22000,2/3,DVB-S2,30900,M+ Liga de Campeones,1,Encrypted
11259,V,22000,2/3,DVB-S2,30901,M+ Ellas Vamos,1,Encrypted
11259,V,22000,2/3,DVB-S2,30902,M+ Hits,1,Encrypted
11259,V,22000,2/3,DVB-S2,30903,M+ Golf,1,Encrypted
11259,V,22000,2/3,DVB-S2,30904,Caza y Pesca,1,Encrypted
11259,V,22000,2/3,DVB-S2,30910,M+ Documentales,1,Encrypted
11259,V,22000,2/3,DVB-S2,30911,M+ Clásicos,1,Encrypted
11259,V,22000,2/3,DVB-S2,30912,M+ Deportes,1,Encrypted
11273,H,22000,2/3,DVB-S2,13301,ORF 2,1,Encrypted
11273,H,22000,2/3,DVB-S2,13302,ORF 2 Kärnten,1,Encrypted
11273,H,22000,2/3,DVB-S2,13303,ORF 2 Burgenland,1,Encrypted
11273,H,22000,2/3,DVB-S2,13304,ORF 2 Oberösterreich,1,Encrypted
11273,H,22000,2/3,DVB-S2,13305,ORF 2 Salzburg,1,Encrypted
11273,H,22000,2/3,DVB-S2,13306,ORF 2 Tirol,1,Encrypted
11273,H,22000,2/3,DVB-S2,13307,ORF 2 Vorarlberg,1,Encrypted
11273,H,22000,2/3,DVB-S2,13308,ORF III,1,Encrypted
11273,H,22000,2/3,DVB-S2,13309,ORF Sport +,1,Encrypted
11273,H,22000,2/3,DVB-S2,13310,ORF 2 Europe,1,FTA
11273,H,22000,2/3,DVB-S2,13311,Aristo TV,1,FTA
11273,H,22000,2/3,DVB-S2,13312,R9,1,FTA
11273,H,22000,2/3,DVB-S2,13313,Krone TV,1,FTA
11273,H,22000,2/3,DVB-S2,13314,Oe24 TV,1,FTA
11273,H,22000,2/3,DVB-S2,13315,TV 1 Oberösterreich,1,FTA
11273,H,22000,2/3,DVB-S2,13316,Stimmungsgarten TV,1,FTA
11273,H,22000,2/3,DVB-S2,13317,Melodie Express,1,FTA
11288,V,22000,2/3,DVB-S2,4230,QVC Deutschland,1,FTA
11288,V,22000,2/3,DVB-S2,4240,TV TRWAM,1,FTA
11288,V,22000,2/3,DVB-S2,4250,La 7,1,Encrypted
11288,V,22000,2/3,DVB-S2,4251,TV 3 Cat,1,Encrypted
11288,V,22000,2/3,DVB-S2,4241,Radio Maryja,2,FTA
11303,H,22000,2/3,DVB-S2,4911,ORF 1,1,Encrypted
11303,H,22000,2/3,DVB-S2,4912,ORF 2,1,Encrypted
11303,H,22000,2/3,DVB-S2,4913,Servus TV,1,Encrypted
11303,H,22000,2/3,DVB-S2,4914,DF1,1,FTA
11303,H,22000,2/3,DVB-S2,4916,ORF 2 Niederösterreich,1,Encrypted
11303,H,22000,2/3,DVB-S2,4917,Hitradio Ö3,2,FTA
11303,H,22000,2/3,DVB-S2,4930,RiC,1,FTA
11303,H,22000,2/3,DVB-S2,4920,Hitradio Ö3,2,FTA
11303,H,22000,2/3,DVB-S2,4940,Ö1,2,FTA
11303,H,22000,2/3,DVB-S2,4941,Radio FM 4,2,FTA
11303,H,22000,2/3,DVB-S2,4942,Radio Wien,2,FTA
11303,H,22000,2/3,DVB-S2,4943,Radio Niederösterreich,2,FTA
11303,H,22000,2/3,DVB-S2,4944,Radio Burgenland,2,FTA
11303,H,22000,2/3,DVB-S2,4945,Radio Oberösterreich,2,FTA
11303,H,22000,2/3,DVB-S2,4946,Radio Salzburg,2,FTA
11303,H,22000,2/3,DVB-S2,4947,Radio Tirol,2,FTA
11303,H,22000,2/3,DVB-S2,4948,Radio Vorarlberg,2,FTA
11303,H,22000,2/3,DVB-S2,4949,Radio Steiermark,2,FTA
11303,H,22000,2/3,DVB-S2,4950,Radio Kärnten,2,FTA
11318,V,22000,5/6,DVB-S,29800,M+ Ellas Vamos,1,Encrypted
11318,V,22000,5/6,DVB-S,29801,Nova,1,Encrypted
11318,V,22000,5/6,DVB-S,29802,Iberalia TV,1,Encrypted
11318,V,22000,5/6,DVB-S,29803,Disney Jr España,1,Encrypted
11318,V,22000,5/6,DVB-S,29804,M+ Acción,1,Encrypted
11318,V,22000,5/6,DVB-S,29805,M+ Comedia,1,Encrypted
11318,V,22000,5/6,DVB-S,29806,M+ Drama,1,Encrypted
11318,V,22000,5/6,DVB-S,29807,Star Channel España,1,Encrypted
11318,V,22000,5/6,DVB-S,29809,M+ Documentales,1,Encrypted
11318,V,22000,5/6,DVB-S,29810,National Geographic Wild España,1,Encrypted
11318,V,22000,5/6,DVB-S,29811,Aragón TV Internacional,1,FTA
11318,V,22000,5/6,DVB-S,29812,TVE La 2,1,Encrypted
11318,V,22000,5/6,DVB-S,29815,AXN España,1,Encrypted
11318,V,22000,5/6,DVB-S,29816,M+ Originales,1,Encrypted
11347,V,22000,2/3,DVB-S2,11150,3sat,1,FTA
11347,V,22000,2/3,DVB-S2,11160,KIKA,1,FTA
11347,V,22000,2/3,DVB-S2,11170,ZDF Info,1,FTA
11362,H,22000,2/3,DVB-S2,11110,ZDF,1,FTA
11362,H,22000,2/3,DVB-S2,11130,ZDF Neo,1,FTA
11362,H,22000,2/3,DVB-S2,11190,Deutschlandfunk Kultur,2,FTA
11362,H,22000,2/3,DVB-S2,11191,Deutschlandfunk,2,FTA
11362,H,22000,2/3,DVB-S2,11192,Deutschlandfunk Nova,2,FTA
11362,H,22000,2/3,DVB-S2,11193,Dokumente und Debatten,2,FTA
11377,V,22000,2/3,DVB-S2,6381,CGTN,1,FTA
11377,V,22000,2/3,DVB-S2,6382,CGTN Documentary,1,FTA
11377,V,22000,2/3,DVB-S2,6383,CGTN Français,1,FTA
11377,V,22000,2/3,DVB-S2,6388,EuroNews Deutsch,1,FTA
11377,V,22000,2/3,DVB-S2,6389,CNBC Europe,1,FTA
11377,V,22000,2/3,DVB-S2,6391,Daystar TV Español,1,FTA
11377,V,22000,2/3,DVB-S2,6393,Telesur English,1,FTA
11377,V,22000,2/3,DVB-S2,6390,Naiz Irratia,2,FTA
11391,H,22000,5/6,DVB-S,12410,RTL UHD,1,Encrypted
11406,V,23500,3/4,DVB-S2,11300,TVE La 1,1,Encrypted
11406,V,23500,3/4,DVB-S2,11301,TVE La 2,1,Encrypted
11406,V,23500,3/4,DVB-S2,11302,Canal 24 Horas,1,Encrypted
11406,V,23500,3/4,DVB-S2,11303,Clan,1,Encrypted
11406,V,23500,3/4,DVB-S2,11304,Teledeporte,1,Encrypted
11406,V,23500,3/4,DVB-S2,11305,Trece,1,Encrypted
11406,V,23500,3/4,DVB-S2,11306,DKiss,1,Encrypted
11406,V,23500,3/4,DVB-S2,11307,À Punt,1,Encrypted
11406,V,23500,3/4,DVB-S2,11308,ETB 1,1,Encrypted
11406,V,23500,3/4,DVB-S2,11309,TPA,1,Encrypted
11421,H,22000,5/6,DVB-S,4704,3+,1,Encrypted
11464,H,22000,2/3,DVB-S2,61300,Sat. 1 Deutschland,1,Encrypted
11464,H,22000,2/3,DVB-S2,61301,ProSieben Deutschland,1,Encrypted
11464,H,22000,2/3,DVB-S2,61302,Kabel Eins Deutschland,1,Encrypted
11464,H,22000,2/3,DVB-S2,61303,Sixx Deutschland,1,Encrypted
11464,H,22000,2/3,DVB-S2,61304,ProSieben Maxx Deutschland,1,Encrypted
11464,H,22000,2/3,DVB-S2,61305,Kabel Eins Doku Deutschland,1,Encrypted
11464,H,22000,2/3,DVB-S2,61306,Sat. 1 Gold Deutschland,1,Encrypted
11464,H,22000,2/3,DVB-S2,61322,Kabel Eins Deutschland,1,Encrypted
11464,H,22000,2/3,DVB-S2,61323,Sixx Deutschland,1,Encrypted
11464,H,22000,2/3,DVB-S2,61324,ProSieben Maxx Deutschland,1,Encrypted
11464,H,22000,2/3,DVB-S2,61325,Kabel Eins Doku Deutschland,1,Encrypted
11464,H,22000,2/3,DVB-S2,61326,Sat. 1 Gold Deutschland,1,Encrypted
11494,H,22000,2/3,DVB-S2,10301,Das Erste,1,FTA
11494,H,22000,2/3,DVB-S2,10302,ARTE Deutsch,1,FTA
11494,H,22000,2/3,DVB-S2,10303,SWR Fernsehen Baden-Württemberg,1,FTA
11494,H,22000,2/3,DVB-S2,10304,SWR Fernsehen Rheinland-Pfalz,1,FTA
